ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA
T20230000078,2023-01-01,20:25:00,1,Collision with vehicle,0,Sunday,121,RIGHT THROUGH,3,249380,2,0,0,2,0,2,1,2,T intersection,3,070,Arterial Other
T20230000082,2023-01-01,17:20:00,1,Collision with vehicle,1,Sunday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,776740,2,0,0,1,7,8,1,5,Not at intersection,3,100,Arterial Highway
T20230001486,2023-01-01,02:00:00,1,Collision with vehicle,0,Sunday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,750940,3,0,0,4,0,4,1,5,Not at intersection,3,050,Local Road
T20230000047,2023-01-01,15:50:00,1,Collision with vehicle,1,Sunday,116,LEFT NEAR (INTERSECTIONS ONLY),1,54934,2,0,1,0,1,2,1,2,T intersection,2,050,Local Road
T20230000050,2023-01-01,19:18:00,2,Struck Pedestrian,0,Sunday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,1,783444,1,0,0,1,1,2,1,1,Cross intersection,3,060,Arterial Other
T20230000049,2023-01-01,18:30:00,6,Vehicle overturned (no collision),1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,773609,1,0,0,1,0,1,1,5,Not at intersection,3,060,Arterial Highway
T20230000026,2023-01-01,09:59:00,1,Collision with vehicle,1,Sunday,132,RIGHT REAR.,1,748259,2,0,1,1,0,2,1,5,Not at intersection,2,100,Arterial Other
T20230000046,2023-01-01,16:18:00,1,Collision with vehicle,0,Sunday,116,LEFT NEAR (INTERSECTIONS ONLY),1,311885,2,0,0,1,1,2,1,2,T intersection,3,070,Arterial Highway
T20230000044,2023-01-01,16:53:00,1,Collision with vehicle,0,Sunday,131,LEFT REAR,1,776732,2,0,2,1,1,4,1,5,Not at intersection,2,050,Local Road
T20230000043,2023-01-01,17:20:00,1,Collision with vehicle,0,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,315779,2,0,0,1,2,3,1,1,Cross intersection,3,050,
T20230000042,2023-01-01,11:10:00,1,Collision with vehicle,1,Sunday,140,U TURN,1,776731,2,0,0,1,1,2,1,5,Not at intersection,3,060,Arterial Other
T20230000037,2023-01-01,12:40:00,1,Collision with vehicle,0,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,36276,2,0,0,1,4,5,1,1,Cross intersection,3,060,Arterial Highway
T20230018545,2023-01-02,01:00:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,323114,2,0,0,1,1,2,9,4,Multiple intersection,3,070,Freeway
T20230000184,2023-01-02,09:00:00,1,Collision with vehicle,1,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,777675,2,0,0,1,0,1,1,5,Not at intersection,3,060,Local Road
T20230001580,2023-01-02,14:40:00,1,Collision with vehicle,1,Monday,121,RIGHT THROUGH,1,51978,3,0,0,1,2,3,1,1,Cross intersection,3,060,Arterial Highway
T20230004622,2023-01-02,15:30:00,8,No collision and no object struck,1,Monday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,757280,1,0,0,2,0,2,1,5,Not at intersection,3,888,Local Road
T20230000093,2023-01-02,15:16:00,1,Collision with vehicle,1,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,778582,2,0,0,1,3,4,1,5,Not at intersection,3,110,Freeway
T20230000074,2023-01-02,12:21:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,15485,2,0,0,5,2,7,1,1,Cross intersection,3,080,Arterial Other
T20230000109,2023-01-02,21:15:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),5,755006,2,0,1,0,1,2,1,5,Not at intersection,2,080,
T20230000106,2023-01-02,20:12:00,1,Collision with vehicle,1,Monday,121,RIGHT THROUGH,2,48143,2,0,0,1,1,2,1,2,T intersection,3,040,Local Road
T20230000101,2023-01-02,14:50:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,341777,2,0,1,0,1,2,1,1,Cross intersection,2,070,Arterial Other
T20230000057,2023-01-02,02:55:00,4,Collision with a fixed object,1,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,39038,1,0,0,1,0,1,1,2,T intersection,3,060,Arterial Other
T20230000064,2023-01-02,08:00:00,8,No collision and no object struck,1,Monday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,746499,1,0,0,2,0,2,1,5,Not at intersection,3,050,Local Road
T20230000065,2023-01-02,08:05:00,4,Collision with a fixed object,1,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,776733,1,0,1,0,0,1,1,2,T intersection,2,070,Arterial Other
T20230000068,2023-01-02,09:30:00,1,Collision with vehicle,1,Monday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,773544,2,0,0,1,2,3,2,5,Not at intersection,3,050,Arterial Highway
T20230000090,2023-01-02,14:20:00,1,Collision with vehicle,1,Monday,120,HEAD ON (NOT OVERTAKING),1,780450,2,0,0,2,2,4,1,5,Not at intersection,3,100,Arterial Other
T20230000071,2023-01-02,08:59:00,4,Collision with a fixed object,1,Monday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,746605,1,0,1,0,0,1,1,5,Not at intersection,2,080,Arterial Other
T20230000080,2023-01-02,13:40:00,1,Collision with vehicle,1,Monday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,780934,2,0,0,1,1,2,1,5,Not at intersection,3,050,Local Road
T20230000100,2023-01-02,18:15:00,1,Collision with vehicle,1,Monday,120,HEAD ON (NOT OVERTAKING),1,772847,2,0,0,3,0,3,1,5,Not at intersection,3,060,Local Road
T20230000098,2023-01-02,16:45:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,804253,2,0,1,1,0,2,1,1,Cross intersection,2,060,Local Road
T20230000107,2023-01-02,16:00:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,746395,2,0,0,1,1,2,1,5,Not at intersection,3,060,Freeway
T20230001274,2023-01-02,14:45:00,7,Fall from or in moving vehicle,1,Monday,172,OFF CARRIAGEWAY TO RIGHT,1,49638,1,0,0,1,0,1,2,2,T intersection,3,060,Arterial Other
T20230000257,2023-01-02,14:59:00,1,Collision with vehicle,1,Monday,136,RIGHT TURN SIDESWIPE,1,45420,3,0,1,0,3,4,2,2,T intersection,2,060,Arterial Other
T20230001143,2023-01-02,22:00:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,59749,2,0,0,1,1,2,2,1,Cross intersection,3,060,Local Road
T20230000164,2023-01-03,17:45:00,4,Collision with a fixed object,2,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,745864,1,0,0,4,0,4,1,2,T intersection,3,080,
T20230000161,2023-01-03,17:45:00,1,Collision with vehicle,3,Tuesday,140,U TURN,1,46819,2,0,0,1,1,2,1,2,T intersection,3,060,Arterial Other
T20230000160,2023-01-03,15:55:00,8,No collision and no object struck,2,Tuesday,182,OFF CARRIAGEWAY ON LEFT BEND,1,745643,2,0,0,1,1,2,1,5,Not at intersection,3,100,Local Road
T20230001662,2023-01-03,11:05:00,1,Collision with vehicle,2,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,785925,2,0,0,1,1,2,1,5,Not at intersection,3,050,Local Road
T20230000115,2023-01-03,02:22:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),3,777643,2,0,0,1,0,1,1,2,T intersection,3,060,Local Road
T20230000217,2023-01-03,17:38:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,35355,2,0,1,0,1,2,1,1,Cross intersection,2,040,Local Road
T20230000219,2023-01-03,20:12:00,6,Vehicle overturned (no collision),3,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),2,769258,1,0,1,1,0,2,1,5,Not at intersection,2,060,Local Road
T20230000173,2023-01-03,15:40:00,1,Collision with vehicle,2,Tuesday,112,LEFT FAR (INTERSECTIONS ONLY),1,745866,2,0,0,1,1,2,1,2,T intersection,3,050,Local Road
T20230000174,2023-01-03,21:23:00,2,Struck Pedestrian,3,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,763126,1,0,1,0,1,2,1,5,Not at intersection,2,060,Arterial Other
T20230002628,2023-01-03,15:30:00,6,Vehicle overturned (no collision),2,Tuesday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,752488,1,0,0,1,0,1,2,2,T intersection,3,080,Arterial Other
T20230000125,2023-01-03,08:46:00,1,Collision with vehicle,2,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,773188,2,0,0,2,0,2,1,2,T intersection,3,050,Local Road
T20230013061,2023-01-03,21:25:00,1,Collision with vehicle,3,Tuesday,135,LANE CHANGE LEFT (NOT OVERTAKING),3,775572,2,0,0,1,2,3,1,5,Not at intersection,3,080,Freeway
T20230000175,2023-01-03,14:59:00,1,Collision with vehicle,3,Tuesday,150,HEAD ON(OVERTAKING),1,751144,2,0,2,1,0,3,1,5,Not at intersection,2,060,
T20230000181,2023-01-03,23:30:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),3,753589,3,0,1,0,3,4,1,5,Not at intersection,2,040,Arterial Other
T20230000144,2023-01-03,11:38:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,241855,2,0,1,0,2,3,1,2,T intersection,2,060,Arterial Other
T20230000143,2023-01-03,13:16:00,1,Collision with vehicle,2,Tuesday,111,RIGHT FAR (INTERSECTIONS ONLY),1,62340,2,0,0,3,0,3,1,1,Cross intersection,3,050,Local Road
T20230000142,2023-01-03,13:00:00,1,Collision with vehicle,2,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,783451,2,0,0,1,2,3,1,5,Not at intersection,3,060,Arterial Other
T20240006692,2023-01-03,11:00:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,131,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Highway
T20230000140,2023-01-03,13:30:00,1,Collision with vehicle,2,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,778358,2,0,0,1,1,2,1,5,Not at intersection,3,040,Arterial Other
T20230000113,2023-01-03,00:45:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),3,777088,2,0,0,1,2,3,2,5,Not at intersection,3,040,Freeway
T20230000295,2023-01-03,15:30:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,752480,2,0,0,2,0,2,2,5,Not at intersection,3,060,Local Road
T20230000152,2023-01-03,15:00:00,1,Collision with vehicle,3,Tuesday,111,RIGHT FAR (INTERSECTIONS ONLY),1,50449,2,0,0,2,1,3,1,1,Cross intersection,3,060,Arterial Highway
T20230000183,2023-01-03,22:52:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,324029,2,0,0,1,1,2,1,1,Cross intersection,3,080,Arterial Other
T20230000149,2023-01-03,11:02:00,1,Collision with vehicle,2,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,783480,2,0,0,1,1,2,1,5,Not at intersection,3,888,Local Road
T20230000138,2023-01-03,12:27:00,1,Collision with vehicle,2,Tuesday,142,LEAVING PARKING,1,780935,2,0,0,1,1,2,2,5,Not at intersection,3,040,Local Road
T20230001355,2023-01-03,22:00:00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL,3,685428,1,0,0,1,0,1,2,5,Not at intersection,3,040,
T20230000165,2023-01-03,19:45:00,4,Collision with a fixed object,2,Tuesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,2,44049,1,0,1,0,0,1,1,2,T intersection,2,080,Local Road
T20230000567,2023-01-03,11:30:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING),1,746933,2,0,0,2,1,3,2,5,Not at intersection,3,100,Arterial Highway
T20230001358,2023-01-03,13:44:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,278630,2,0,0,1,2,3,1,1,Cross intersection,3,080,Freeway
T20230000148,2023-01-03,14:40:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,36685,4,0,0,3,2,5,2,1,Cross intersection,3,070,Arterial Highway
T20230000169,2023-01-03,17:30:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),2,777944,4,0,0,2,8,10,1,5,Not at intersection,3,060,Local Road
T20230000137,2023-01-03,13:20:00,4,Collision with a fixed object,3,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,773555,1,0,1,0,0,1,1,5,Not at intersection,2,080,Local Road
T20230000133,2023-01-03,12:30:00,1,Collision with vehicle,2,Tuesday,153,CUTTING IN (OVERTAKING),1,780702,2,0,0,1,1,2,2,2,T intersection,3,040,Local Road
T20230000122,2023-01-03,07:00:00,1,Collision with vehicle,3,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,781005,2,0,1,0,3,4,1,5,Not at intersection,2,070,Arterial Other
T20230000334,2023-01-04,07:35:00,6,Vehicle overturned (no collision),4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,777090,1,0,1,0,0,1,2,1,Cross intersection,2,060,
T20230000323,2023-01-04,13:53:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,37055,2,0,0,1,1,2,1,2,T intersection,3,070,Arterial Highway
T20230000315,2023-01-04,22:00:00,1,Collision with vehicle,4,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,783531,2,0,0,1,0,1,1,5,Not at intersection,3,060,Arterial Other
T20230000286,2023-01-04,17:00:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,225009,2,0,0,1,2,3,2,1,Cross intersection,3,060,Arterial Other
T20230000255,2023-01-04,15:00:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,777089,5,0,0,1,6,7,1,2,T intersection,3,100,Arterial Highway
T20230001609,2023-01-04,10:36:00,1,Collision with vehicle,3,Wednesday,111,RIGHT FAR (INTERSECTIONS ONLY),1,749567,2,0,0,1,1,2,1,2,T intersection,3,080,Local Road
T20230000235,2023-01-04,20:35:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,2,752848,2,0,2,1,0,3,1,2,T intersection,2,080,Arterial Other
T20230006671,2023-01-04,08:20:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,51750,2,0,0,1,1,2,2,1,Cross intersection,3,080,Local Road
T20230000232,2023-01-04,16:45:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,745931,1,0,1,0,0,1,1,5,Not at intersection,2,100,Freeway
T20230001577,2023-01-04,15:00:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),9,43245,2,0,0,1,2,3,2,1,Cross intersection,3,050,Local Road
T20230000231,2023-01-04,16:43:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,17789,2,4,1,1,0,6,1,1,Cross intersection,1,100,
T20230000230,2023-01-04,15:30:00,1,Collision with vehicle,3,Wednesday,140,U TURN,1,754421,2,0,1,1,0,2,1,5,Not at intersection,2,060,Arterial Other
T20230000229,2023-01-04,19:10:00,6,Vehicle overturned (no collision),4,Wednesday,172,OFF CARRIAGEWAY TO RIGHT,1,746818,1,0,1,2,0,3,1,5,Not at intersection,2,100,
T20230000226,2023-01-04,17:17:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,760807,2,0,1,1,0,2,1,5,Not at intersection,2,080,Arterial Other
T20230000221,2023-01-04,16:10:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,1,746092,2,0,0,3,4,7,1,5,Not at intersection,3,080,
T20230000216,2023-01-04,14:45:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29382,2,0,1,2,1,4,1,1,Cross intersection,2,060,Arterial Other
T20230000208,2023-01-04,13:30:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,747258,2,0,0,1,1,2,1,2,T intersection,3,060,Arterial Other
T20230000200,2023-01-04,10:20:00,1,Collision with vehicle,3,Wednesday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,89355,2,0,0,2,0,2,1,5,Not at intersection,3,080,Arterial Other
T20230000185,2023-01-04,01:52:00,4,Collision with a fixed object,3,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,783529,1,0,0,1,0,1,1,2,T intersection,3,060,Arterial Highway
T20230000727,2023-01-04,15:00:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,1,42570,2,0,0,1,1,2,1,1,Cross intersection,3,060,Arterial Other
T20230000627,2023-01-04,16:30:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,44415,2,0,0,1,1,2,2,1,Cross intersection,3,050,Local Road
T20230000616,2023-01-04,10:30:00,6,Vehicle overturned (no collision),3,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,753764,1,0,0,1,0,1,2,2,T intersection,3,100,Local Road
T20230000576,2023-01-04,13:29:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,37531,2,0,0,1,2,3,2,2,T intersection,3,080,Arterial Other
T20230000531,2023-01-04,14:46:00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,37411,2,0,0,1,1,2,9,4,Multiple intersection,3,999,Arterial Other
T20230015529,2023-01-04,18:00:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),2,50873,2,0,0,2,0,2,2,2,T intersection,3,060,Local Road
T20230000528,2023-01-04,11:14:00,4,Collision with a fixed object,3,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,766214,1,0,1,0,0,1,1,5,Not at intersection,2,999,
T20230000222,2023-01-04,16:00:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,774735,1,0,1,0,0,1,1,5,Not at intersection,2,110,Freeway
T20230000383,2023-01-04,17:05:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,774482,2,0,0,1,2,3,2,5,Not at intersection,3,040,Arterial Other
T20230000340,2023-01-04,17:12:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),9,746503,2,0,0,1,1,2,2,5,Not at intersection,3,100,Freeway
T20230000317,2023-01-05,14:00:00,4,Collision with a fixed object,4,Thursday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,749771,2,0,0,2,0,2,1,5,Not at intersection,3,080,
T20230014839,2023-01-05,11:00:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,49400,2,0,0,1,1,2,2,2,T intersection,3,060,
T20230000862,2023-01-05,16:37:00,1,Collision with vehicle,4,Thursday,169,OTHER ON PATH,1,763582,2,0,0,1,1,2,2,5,Not at intersection,3,050,Arterial Other
T20230000709,2023-01-05,12:30:00,1,Collision with vehicle,5,Thursday,136,RIGHT TURN SIDESWIPE,1,747584,2,0,0,1,1,2,2,2,T intersection,3,100,Arterial Highway
T20230000261,2023-01-05,06:15:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),1,745978,2,1,0,1,0,2,1,5,Not at intersection,1,080,Arterial Highway
T20230000311,2023-01-05,22:45:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),5,758475,2,0,0,2,2,4,1,5,Not at intersection,3,100,Arterial Highway
T20230000285,2023-01-05,15:49:00,1,Collision with vehicle,4,Thursday,120,HEAD ON (NOT OVERTAKING),1,772836,2,0,0,1,1,2,1,5,Not at intersection,3,060,Arterial Other
T20230000281,2023-01-05,15:28:00,5,collision with some other object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,774172,1,0,1,0,0,1,1,5,Not at intersection,2,060,
T20230000308,2023-01-05,21:10:00,1,Collision with vehicle,5,Thursday,111,RIGHT FAR (INTERSECTIONS ONLY),3,752846,2,0,3,2,3,8,1,4,Multiple intersection,2,080,Arterial Other
T20230000279,2023-01-05,15:00:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,36949,2,0,0,1,1,2,1,1,Cross intersection,3,040,Local Road
T20230000275,2023-01-05,13:24:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,221987,1,0,1,0,0,1,1,4,Multiple intersection,2,080,Freeway
T20230000259,2023-01-05,07:00:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,747147,2,0,0,1,1,2,1,1,Cross intersection,3,080,Arterial Other
T20230000274,2023-01-05,15:00:00,1,Collision with vehicle,4,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,243224,2,0,0,3,1,4,1,2,T intersection,3,080,Local Road
T20230000683,2023-01-05,07:50:00,1,Collision with vehicle,4,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,747157,2,0,1,0,1,2,2,5,Not at intersection,2,050,
