ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA
T20140000048,2014-01-01,15:10:00,6,Vehicle overturned (no collision),4,Wednesday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,267041,1,0,1,2,0,3,1,5,Not at intersection,2,100,
T20140000039,2014-01-01,15:10:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,54438,2,0,0,3,1,4,1,1,Cross intersection,3,060,Arterial Highway
T20140000037,2014-01-01,14:40:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,266490,1,0,0,1,0,1,1,5,Not at intersection,3,070,Local Road
T20140000032,2014-01-01,11:50:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING),1,271327,2,0,0,1,2,3,1,2,T intersection,3,060,
T20140000028,2014-01-01,12:55:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,40696,1,0,0,1,0,1,1,2,T intersection,3,060,Arterial Other
T20140000024,2014-01-01,11:57:00,1,Collision with vehicle,4,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,41985,3,0,1,1,4,6,1,1,Cross intersection,2,070,Arterial Other
T20140000023,2014-01-01,09:30:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,267040,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Highway
T20140000020,2014-01-01,10:20:00,1,Collision with vehicle,4,Wednesday,111,RIGHT FAR (INTERSECTIONS ONLY),1,266484,2,0,1,0,2,3,1,2,T intersection,2,100,Arterial Other
T20140000017,2014-01-01,08:25:00,1,Collision with vehicle,4,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,122075,2,0,0,1,0,1,1,5,Not at intersection,3,060,Arterial Other
T20140000011,2014-01-01,03:35:00,1,Collision with vehicle,4,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,266482,2,0,0,2,1,3,1,2,T intersection,3,050,Local Road
T20140000010,2014-01-01,01:41:00,4,Collision with a fixed object,3,Wednesday,175,OFF END OF ROAD/T-INTERSECTION.,3,796494,1,0,0,1,0,1,1,2,T intersection,3,050,Local Road
T20140000007,2014-01-01,03:20:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,35376,2,0,0,1,1,2,1,1,Cross intersection,3,060,Arterial Highway
T20140000006,2014-01-01,01:30:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,267537,1,0,1,1,0,2,1,5,Not at intersection,2,100,Local Road
T20140000003,2014-01-01,00:30:00,6,Vehicle overturned (no collision),4,Wednesday,180,OFF CARRIAGEWAY ON RIGHT BEND,3,267039,1,0,0,1,0,1,1,5,Not at intersection,3,060,Arterial Other
T20140004107,2014-01-01,18:15:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,36826,2,0,0,1,1,2,2,1,Cross intersection,3,050,Arterial Other
T20140001083,2014-01-01,08:00:00,2,Struck Pedestrian,4,Wednesday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,266509,1,0,0,1,1,2,2,5,Not at intersection,3,050,Local Road
T20140000122,2014-01-02,18:10:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),1,269908,2,0,0,1,4,5,1,5,Not at intersection,3,050,Local Road
T20140000073,2014-01-02,04:30:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,41584,1,0,1,0,0,1,1,1,Cross intersection,2,080,Arterial Highway
T20140000102,2014-01-02,11:45:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,266514,1,0,0,2,0,2,1,5,Not at intersection,3,080,Local Road
T20140000097,2014-01-02,14:00:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,267045,2,0,0,2,1,3,2,5,Not at intersection,3,080,
T20140000124,2014-01-02,18:50:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,266517,3,0,1,1,3,5,1,2,T intersection,2,060,Local Road
T20140001858,2014-01-02,07:20:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,38093,2,0,0,1,2,3,2,2,T intersection,3,999,Arterial Other
T20140000129,2014-01-02,19:50:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,267048,1,0,1,0,0,1,1,5,Not at intersection,2,050,Local Road
T20140000146,2014-01-02,11:30:00,6,Vehicle overturned (no collision),5,Thursday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,267203,1,0,0,1,0,1,1,5,Not at intersection,3,100,Local Road
T20140000091,2014-01-02,10:30:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,266512,2,0,0,1,1,2,1,3,Y intersection,3,050,
T20140001340,2014-01-02,14:00:00,8,No collision and no object struck,5,Thursday,182,OFF CARRIAGEWAY ON LEFT BEND,1,266219,1,0,1,0,0,1,2,5,Not at intersection,2,888,Local Road
T20140000120,2014-01-02,17:00:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,265676,2,0,0,1,0,1,1,5,Not at intersection,3,060,Arterial Highway
T20140000673,2014-01-02,13:30:00,1,Collision with vehicle,5,Thursday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,267594,2,0,0,2,0,2,2,5,Not at intersection,3,100,
T20140000090,2014-01-02,11:10:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,266511,2,0,0,1,2,3,1,5,Not at intersection,3,080,Arterial Highway
T20140000087,2014-01-02,10:45:00,4,Collision with a fixed object,5,Thursday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,267043,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20140000134,2014-01-02,22:30:00,2,Struck Pedestrian,5,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,868,1,0,0,1,1,2,1,1,Cross intersection,3,050,Arterial Highway
T20140000116,2014-01-02,18:40:00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL,1,169,1,0,1,0,0,1,1,1,Cross intersection,2,070,Arterial Highway
T20140000085,2014-01-02,09:00:00,4,Collision with a fixed object,5,Thursday,151,OUT OF CONTROL (OVERTAKING),1,270984,1,0,0,1,0,1,1,5,Not at intersection,3,070,Arterial Other
T20140000517,2014-01-02,12:20:00,4,Collision with a fixed object,5,Thursday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,260864,1,0,0,1,0,1,2,5,Not at intersection,3,100,
T20140000522,2014-01-02,19:10:00,8,No collision and no object struck,5,Thursday,170,OFF CARRIAGEWAY TO LEFT,1,65851,2,0,0,1,1,2,2,1,Cross intersection,3,060,Arterial Other
T20140000082,2014-01-02,10:30:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,267044,1,0,0,1,1,2,1,5,Not at intersection,3,100,Freeway
T20140000207,2014-01-02,07:15:00,1,Collision with vehicle,5,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,43293,2,0,0,1,1,2,2,2,T intersection,3,060,Arterial Highway
T20140000081,2014-01-02,10:45:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,282487,2,0,0,1,1,2,1,5,Not at intersection,3,080,Arterial Other
T20140000133,2014-01-02,17:35:00,1,Collision with vehicle,5,Thursday,153,CUTTING IN (OVERTAKING),1,109228,5,0,1,4,4,9,1,5,Not at intersection,2,100,Arterial Other
T20140000131,2014-01-02,16:40:00,2,Struck Pedestrian,5,Thursday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,1,267049,1,0,1,0,2,3,1,5,Not at intersection,2,060,Local Road
T20140000112,2014-01-02,16:35:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,29400,2,0,0,1,2,3,1,1,Cross intersection,3,060,Arterial Highway
T20140000111,2014-01-02,17:30:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),1,269761,2,0,1,0,3,4,1,5,Not at intersection,2,888,Local Road
T20140000110,2014-01-02,13:14:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,11101,2,0,0,1,1,2,1,4,Multiple intersection,3,060,Freeway
T20140000109,2014-01-02,14:51:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,266516,2,0,0,4,0,4,1,2,T intersection,3,070,Arterial Other
T20140000107,2014-01-02,16:00:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,267046,2,0,0,3,0,3,2,5,Not at intersection,3,050,Arterial Highway
T20140000106,2014-01-02,13:50:00,8,No collision and no object struck,5,Thursday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,266041,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20140000138,2014-01-02,23:45:00,1,Collision with vehicle,5,Thursday,169,OTHER ON PATH,3,266519,2,0,0,1,2,3,2,5,Not at intersection,3,050,Local Road
T20140000104,2014-01-02,12:29:00,2,Struck Pedestrian,5,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,267242,1,0,1,0,1,2,1,5,Not at intersection,2,060,Local Road
T20140000127,2014-01-02,17:30:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,304382,2,0,0,1,1,2,2,1,Cross intersection,3,070,Arterial Other
T20140000125,2014-01-02,19:04:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,2,267047,2,0,1,0,1,2,1,5,Not at intersection,2,050,Local Road
T20140000123,2014-01-02,15:05:00,1,Collision with vehicle,5,Thursday,132,RIGHT REAR.,1,1148,2,0,0,3,0,3,1,2,T intersection,3,070,Local Road
T20140000553,2014-01-03,13:30:00,1,Collision with vehicle,6,Friday,136,RIGHT TURN SIDESWIPE,1,267339,2,0,0,1,1,2,2,5,Not at intersection,3,999,Local Road
T20140000202,2014-01-03,22:10:00,4,Collision with a fixed object,6,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,3,266824,1,0,1,1,0,2,1,5,Not at intersection,2,060,Local Road
T20140001463,2014-01-03,14:10:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,51728,2,0,0,1,2,3,2,1,Cross intersection,3,050,Arterial Highway
T20140000462,2014-01-03,17:36:00,4,Collision with a fixed object,6,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,265714,1,0,1,0,0,1,2,2,T intersection,2,999,Local Road
T20140001317,2014-01-03,12:30:00,8,No collision and no object struck,6,Friday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,266536,1,0,0,1,0,1,2,9,Unknown,3,999,
T20140000140,2014-01-03,03:45:00,6,Vehicle overturned (no collision),6,Friday,170,OFF CARRIAGEWAY TO LEFT,5,267051,1,0,0,1,0,1,1,5,Not at intersection,3,110,
T20140000852,2014-01-03,11:36:00,8,No collision and no object struck,5,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,277466,1,0,0,1,0,1,2,5,Not at intersection,3,999,Arterial Other
T20140001626,2014-01-03,14:00:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,269694,2,0,1,0,1,2,2,5,Not at intersection,2,080,Arterial Other
T20140001963,2014-01-03,14:25:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,1087,3,0,0,2,2,4,2,2,T intersection,3,060,Arterial Highway
T20140000139,2014-01-03,00:16:00,6,Vehicle overturned (no collision),6,Friday,180,OFF CARRIAGEWAY ON RIGHT BEND,5,266521,1,0,0,1,0,1,1,5,Not at intersection,3,100,
T20140000171,2014-01-03,14:48:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,48598,2,0,0,2,1,3,1,1,Cross intersection,3,050,Arterial Other
T20140000175,2014-01-03,15:00:00,2,Struck Pedestrian,6,Friday,194,PARKED CAR RUN AWAY,9,266533,1,0,0,2,0,2,2,2,T intersection,3,999,Arterial Highway
T20140004092,2014-01-03,12:00:00,5,collision with some other object,6,Friday,166,STRUCK OBJECT ON CARRIAGEWAY,1,267089,1,0,0,1,0,1,2,2,T intersection,3,999,Local Road
T20140000182,2014-01-03,16:20:00,1,Collision with vehicle,6,Friday,132,RIGHT REAR.,1,266535,2,0,1,1,2,4,1,2,T intersection,2,060,Arterial Other
T20140000156,2014-01-03,10:53:00,1,Collision with vehicle,6,Friday,140,U TURN,1,266523,2,0,0,1,3,4,1,2,T intersection,3,060,Local Road
T20140000176,2014-01-03,15:36:00,6,Vehicle overturned (no collision),6,Friday,172,OFF CARRIAGEWAY TO RIGHT,1,267052,1,0,1,0,0,1,1,5,Not at intersection,2,080,
T20140000188,2014-01-03,18:20:00,1,Collision with vehicle,6,Friday,119,OTHER ADJACENT (INTERSECTIONS ONLY),1,69673,2,0,0,1,1,2,2,2,T intersection,3,050,Local Road
T20140000179,2014-01-03,16:07:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,42157,3,0,0,2,1,3,1,2,T intersection,3,070,Arterial Other
T20140000282,2014-01-03,18:15:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,271289,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20140000151,2014-01-03,10:00:00,1,Collision with vehicle,6,Friday,152,PULLING OUT (OVERTAKING),1,355778,2,0,1,0,1,2,2,2,T intersection,2,100,Local Road
T20140000190,2014-01-03,18:50:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,54771,2,0,1,1,1,3,1,2,T intersection,2,100,
T20140000281,2014-01-03,18:40:00,8,No collision and no object struck,6,Friday,170,OFF CARRIAGEWAY TO LEFT,1,267063,2,0,1,0,1,2,1,5,Not at intersection,2,060,Arterial Other
T20140000170,2014-01-03,10:50:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,266881,2,0,1,0,3,4,1,2,T intersection,2,060,Local Road
T20140000253,2014-01-04,19:20:00,4,Collision with a fixed object,7,Saturday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,2,270019,1,0,2,0,0,2,1,5,Not at intersection,2,100,Local Road
T20140003624,2014-01-04,19:00:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,60905,2,0,0,1,1,2,2,1,Cross intersection,3,050,Local Road
T20140000254,2014-01-04,23:00:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,266558,1,0,0,1,0,1,1,2,T intersection,3,050,Local Road
T20140000222,2014-01-04,12:42:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,271560,1,0,0,1,0,1,1,5,Not at intersection,3,080,
T20140005596,2014-01-04,12:10:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,269909,2,0,0,1,2,3,2,5,Not at intersection,3,060,Arterial Other
T20140000256,2014-01-04,23:25:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,266559,1,0,0,3,2,5,1,2,T intersection,3,050,Local Road
T20140000257,2014-01-04,22:30:00,1,Collision with vehicle,7,Saturday,120,HEAD ON (NOT OVERTAKING),5,267735,2,0,1,0,2,3,1,5,Not at intersection,2,060,Arterial Other
T20140000258,2014-01-04,22:20:00,1,Collision with vehicle,7,Saturday,111,RIGHT FAR (INTERSECTIONS ONLY),6,38545,2,0,0,1,1,2,2,2,T intersection,3,040,Local Road
T20140000228,2014-01-04,14:20:00,1,Collision with vehicle,7,Saturday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,266553,2,0,0,1,2,3,1,5,Not at intersection,3,050,Local Road
T20140000227,2014-01-04,13:20:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51140,3,0,4,5,4,13,1,1,Cross intersection,2,100,Arterial Highway
T20140000443,2014-01-04,19:50:00,1,Collision with vehicle,7,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,2,267116,2,0,0,1,8,9,1,5,Not at intersection,3,060,Arterial Other
T20140000261,2014-01-04,14:15:00,1,Collision with vehicle,7,Saturday,120,HEAD ON (NOT OVERTAKING),1,267734,2,0,1,0,2,3,1,5,Not at intersection,2,100,Local Road
T20140000226,2014-01-04,13:40:00,1,Collision with vehicle,7,Saturday,115,RIGHT/LEFT FAR (INTERSECTIONS ONLY),1,74214,2,0,0,1,1,2,1,2,T intersection,3,100,Arterial Other
T20140000480,2014-01-04,15:54:00,2,Struck Pedestrian,7,Saturday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,270088,1,0,0,1,1,2,2,5,Not at intersection,3,050,Local Road
T20140000223,2014-01-04,14:15:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,266552,2,0,0,1,1,2,1,2,T intersection,3,050,Local Road
T20140000433,2014-01-04,16:35:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),9,42303,2,0,0,1,1,2,2,4,Multiple intersection,3,060,Arterial Other
T20140000273,2014-01-04,13:00:00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL,1,267061,1,0,0,1,0,1,2,5,Not at intersection,3,100,
T20140001462,2014-01-04,09:00:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,267021,2,0,0,1,1,2,2,5,Not at intersection,3,080,Freeway
T20140000592,2014-01-04,15:00:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,266043,1,0,1,0,0,1,2,5,Not at intersection,2,999,Local Road
T20140001192,2014-01-04,12:00:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,301940,1,0,0,1,0,1,2,5,Not at intersection,3,999,
T20140003047,2014-01-04,13:30:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,36326,1,0,1,0,1,2,2,1,Cross intersection,2,080,Arterial Other
T20140000198,2014-01-04,00:10:00,4,Collision with a fixed object,7,Saturday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,3,282923,1,0,4,0,0,4,1,5,Not at intersection,2,060,Local Road
T20140000205,2014-01-04,06:00:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,269696,1,0,1,0,0,1,1,5,Not at intersection,2,070,Local Road
T20140000213,2014-01-04,10:27:00,6,Vehicle overturned (no collision),7,Saturday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,266550,1,0,1,0,0,1,1,5,Not at intersection,2,030,Local Road
T20140000214,2014-01-04,12:05:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,267054,2,0,0,1,3,4,1,5,Not at intersection,3,070,Arterial Highway
T20140000217,2014-01-04,12:40:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,222100,2,0,0,3,0,3,1,2,T intersection,3,080,Freeway
T20140000251,2014-01-04,19:15:00,1,Collision with vehicle,7,Saturday,132,RIGHT REAR.,2,267059,2,0,0,1,2,3,1,5,Not at intersection,3,060,Arterial Highway
T20140000218,2014-01-04,13:30:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,337457,2,0,1,0,1,2,1,2,T intersection,2,070,Arterial Other
T20140000219,2014-01-04,13:10:00,1,Collision with vehicle,7,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,267055,2,0,1,0,0,1,1,5,Not at intersection,2,040,Local Road
T20140000233,2014-01-04,13:25:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,36335,2,0,0,2,1,3,1,1,Cross intersection,3,060,Arterial Other
T20140000234,2014-01-04,16:10:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,37871,2,0,1,3,1,5,1,1,Cross intersection,2,060,Arterial Highway
T20140000236,2014-01-04,16:39:00,1,Collision with vehicle,7,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,13560,3,0,0,1,1,2,1,5,Not at intersection,3,080,Freeway
T20140000238,2014-01-04,17:25:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,267056,1,0,0,1,0,1,1,5,Not at intersection,3,060,Arterial Other
T20140000240,2014-01-04,16:00:00,2,Struck Pedestrian,6,Saturday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,229,1,0,0,1,1,2,2,2,T intersection,3,999,Local Road
T20140000245,2014-01-04,16:00:00,6,Vehicle overturned (no collision),7,Saturday,170,OFF CARRIAGEWAY TO LEFT,1,267057,1,0,0,4,0,4,1,5,Not at intersection,3,080,Local Road
T20140000248,2014-01-04,18:30:00,8,No collision and no object struck,7,Saturday,182,OFF CARRIAGEWAY ON LEFT BEND,1,267058,1,0,0,2,0,2,1,5,Not at intersection,3,100,
T20140000468,2014-01-05,21:00:00,1,Collision with vehicle,1,Sunday,137,LEFT TURN SIDESWIPE,2,37956,2,0,0,1,1,2,2,2,T intersection,3,040,Local Road
T20140000260,2014-01-05,00:20:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,267622,1,0,0,2,0,2,1,5,Not at intersection,3,100,Arterial Other
T20140000327,2014-01-05,20:00:00,4,Collision with a fixed object,1,Sunday,164,PERMANENT OBSTRUCTION ON CARRIAGEWAY,2,36169,1,0,1,0,0,1,1,1,Cross intersection,2,050,Local Road
T20140000285,2014-01-05,14:15:00,1,Collision with vehicle,1,Sunday,132,RIGHT REAR.,1,236195,2,0,1,0,2,3,1,2,T intersection,2,080,Arterial Highway
