ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA
T20150001687,2015-01-02,10:00:00,6,Vehicle overturned (no collision),6,Friday,170,OFF CARRIAGEWAY TO LEFT,1,281259,1,0,1,0,0,1,2,5,Not at intersection,2,999,
T20150000313,2015-01-02,13:30:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,44411,2,0,0,1,1,2,2,1,Cross intersection,3,060,Local Road
T20150000552,2015-01-02,08:15:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,281791,1,0,0,1,0,1,1,5,Not at intersection,3,080,Arterial Highway
T20150000318,2015-01-02,08:00:00,8,No collision and no object struck,5,Friday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,191882,1,0,0,1,0,1,2,2,T intersection,3,060,Freeway
T20150000156,2015-01-02,21:00:00,6,Vehicle overturned (no collision),6,Friday,170,OFF CARRIAGEWAY TO LEFT,2,280598,1,0,0,1,0,1,1,2,T intersection,3,060,Arterial Highway
T20150002270,2015-01-02,10:45:00,1,Collision with vehicle,6,Friday,131,LEFT REAR,9,282200,2,0,0,1,1,2,2,5,Not at intersection,3,100,Arterial Other
T20150000164,2015-01-02,19:55:00,4,Collision with a fixed object,6,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,2,68523,1,0,1,1,0,2,1,2,T intersection,2,050,Local Road
T20150000060,2015-01-02,07:30:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,22476,2,0,0,3,1,4,1,1,Cross intersection,3,060,Arterial Other
T20150000075,2015-01-02,12:05:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,226245,3,0,0,2,2,4,1,4,Multiple intersection,3,080,Arterial Highway
T20150000076,2015-01-02,09:55:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,280612,2,0,0,1,1,2,1,5,Not at intersection,3,100,Arterial Other
T20150001610,2015-01-02,11:30:00,8,No collision and no object struck,6,Friday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,289796,1,0,0,1,0,1,2,5,Not at intersection,3,080,Arterial Other
T20150000084,2015-01-02,12:50:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,35610,1,0,0,1,0,1,1,4,Multiple intersection,3,070,
T20150000087,2015-01-02,15:00:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,356779,2,0,1,3,2,6,1,5,Not at intersection,2,080,Arterial Other
T20150000088,2015-01-02,13:50:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,281971,1,0,0,1,0,1,1,5,Not at intersection,3,060,Arterial Other
T20150000118,2015-01-02,22:20:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,29456,1,0,0,1,1,2,1,2,T intersection,3,060,Arterial Other
T20150000093,2015-01-02,12:05:00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),9,36940,2,0,0,1,1,2,2,1,Cross intersection,3,060,Local Road
T20150000119,2015-01-02,16:14:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,237030,3,0,1,0,2,3,1,2,T intersection,2,080,Arterial Other
T20150000150,2015-01-02,15:20:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29746,2,0,1,1,1,3,1,1,Cross intersection,2,080,Arterial Highway
T20150000096,2015-01-02,16:55:00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,281773,2,0,0,1,1,2,1,5,Not at intersection,3,060,Arterial Other
T20150002452,2015-01-02,14:00:00,1,Collision with vehicle,6,Friday,132,RIGHT REAR.,1,21207,2,0,0,1,2,3,2,3,Y intersection,3,040,Local Road
T20150007227,2015-01-02,12:20:00,2,Struck Pedestrian,6,Friday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,1,287549,1,0,0,1,1,2,1,5,Not at intersection,3,777,Arterial Other
T20150000098,2015-01-02,16:15:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,290587,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20150000120,2015-01-02,22:20:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,281132,1,0,1,1,0,2,1,5,Not at intersection,2,100,Local Road
T20150000100,2015-01-02,19:30:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),2,281407,4,0,0,5,6,11,1,5,Not at intersection,3,060,Arterial Other
T20150001106,2015-01-02,16:30:00,4,Collision with a fixed object,5,Friday,164,PERMANENT OBSTRUCTION ON CARRIAGEWAY,1,356793,1,0,0,1,0,1,2,9,Unknown,3,100,
T20150000101,2015-01-02,17:28:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,36087,2,0,0,1,1,2,1,1,Cross intersection,3,060,Arterial Other
T20150000124,2015-01-02,23:50:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,4,239202,1,0,0,1,0,1,1,2,T intersection,3,050,Local Road
T20150000170,2015-01-03,05:43:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,280553,1,0,2,0,0,2,1,5,Not at intersection,2,080,Arterial Other
T20150000171,2015-01-03,22:15:00,2,Struck Pedestrian,7,Saturday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,280489,1,0,2,1,0,3,1,5,Not at intersection,2,070,Arterial Other
T20150000159,2015-01-03,18:16:00,1,Collision with vehicle,7,Saturday,120,HEAD ON (NOT OVERTAKING),1,49577,2,0,0,1,1,2,1,2,T intersection,3,060,Local Road
T20150000155,2015-01-03,15:30:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,281004,1,0,1,3,0,4,1,5,Not at intersection,2,110,Freeway
T20150000187,2015-01-03,21:15:00,2,Struck Pedestrian,7,Saturday,104,PED WALKING WITH TRAFFIC,3,42644,1,0,1,0,0,1,1,1,Cross intersection,2,060,Local Road
T20150006788,2015-01-03,20:00:00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),2,61538,2,0,0,1,2,3,1,2,T intersection,3,050,Local Road
T20150002798,2015-01-03,15:00:00,1,Collision with vehicle,7,Saturday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,282609,2,0,1,0,2,3,2,5,Not at intersection,2,060,Arterial Other
T20150000154,2015-01-03,11:14:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,290204,1,0,2,1,0,3,1,5,Not at intersection,2,100,Local Road
T20150000153,2015-01-03,14:55:00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL,1,280401,1,0,0,2,0,2,1,5,Not at intersection,3,100,Arterial Other
T20150000152,2015-01-03,12:30:00,2,Struck Pedestrian,7,Saturday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1,37366,1,0,0,1,1,2,1,1,Cross intersection,3,050,Local Road
T20150000151,2015-01-03,13:40:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,44209,2,0,1,4,0,5,1,2,T intersection,2,080,Arterial Other
T20150000148,2015-01-03,00:30:00,2,Struck Pedestrian,7,Saturday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,6,61153,1,0,0,1,1,2,2,2,T intersection,3,999,Local Road
T20150000146,2015-01-03,14:20:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,234609,2,0,0,1,1,2,1,1,Cross intersection,3,070,Arterial Highway
T20150000143,2015-01-03,12:51:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51052,2,0,0,2,0,2,1,1,Cross intersection,3,050,Local Road
T20150000142,2015-01-03,13:50:00,5,collision with some other object,6,Saturday,191,LOAD OR MISSILE STRUCK VEHICLE,1,356781,1,0,0,1,0,1,1,1,Cross intersection,3,080,Arterial Other
T20150000140,2015-01-03,12:30:00,1,Collision with vehicle,6,Saturday,120,HEAD ON (NOT OVERTAKING),1,281982,2,0,0,1,3,4,1,5,Not at intersection,3,100,Arterial Highway
T20150000136,2015-01-03,08:18:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,29726,2,0,0,1,2,3,1,1,Cross intersection,3,080,Arterial Highway
T20150000135,2015-01-03,07:50:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,590,1,0,0,1,1,2,1,1,Cross intersection,3,050,Arterial Other
T20150000134,2015-01-03,12:43:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,280324,2,0,0,2,0,2,1,2,T intersection,3,050,Local Road
T20150000133,2015-01-03,10:13:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,280892,3,0,0,1,0,1,1,5,Not at intersection,3,050,Local Road
T20150000131,2015-01-03,12:10:00,1,Collision with vehicle,7,Saturday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,60053,2,0,0,1,1,2,1,2,T intersection,3,050,Arterial Other
T20150000127,2015-01-03,05:00:00,4,Collision with a fixed object,7,Saturday,175,OFF END OF ROAD/T-INTERSECTION.,3,288799,2,0,0,1,3,4,1,6,Dead end,3,050,Local Road
T20150000258,2015-01-03,23:00:00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL,5,281734,1,0,0,1,0,1,1,5,Not at intersection,3,100,
T20150001036,2015-01-03,07:10:00,1,Collision with vehicle,7,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,280926,2,0,0,1,1,2,2,5,Not at intersection,3,060,Arterial Other
T20150002365,2015-01-03,21:30:00,2,Struck Pedestrian,7,Saturday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,3,282089,1,0,1,0,0,1,2,6,Dead end,2,999,
T20150000160,2015-01-03,18:40:00,6,Vehicle overturned (no collision),7,Saturday,170,OFF CARRIAGEWAY TO LEFT,1,280928,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20150000173,2015-01-03,22:20:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),5,280724,2,0,0,3,0,3,1,5,Not at intersection,3,110,Freeway
T20150000157,2015-01-03,15:25:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,286449,1,0,0,1,0,1,1,5,Not at intersection,3,060,Arterial Other
T20150000161,2015-01-03,17:25:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,280455,4,0,0,1,3,4,1,5,Not at intersection,3,070,Local Road
T20150000163,2015-01-03,18:45:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,53006,2,0,0,1,2,3,1,1,Cross intersection,3,050,Local Road
T20150000165,2015-01-03,19:15:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,280582,1,0,1,0,0,1,1,5,Not at intersection,2,090,Local Road
T20150000166,2015-01-03,10:45:00,1,Collision with vehicle,7,Saturday,120,HEAD ON (NOT OVERTAKING),1,280884,2,0,0,1,3,4,2,5,Not at intersection,3,999,Local Road
T20150000168,2015-01-03,16:47:00,1,Collision with vehicle,7,Saturday,131,LEFT REAR,1,51944,2,0,1,0,5,6,1,1,Cross intersection,2,100,Arterial Highway
T20150000176,2015-01-04,00:27:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,43857,1,0,1,0,0,1,1,1,Cross intersection,2,080,Arterial Highway
T20150000182,2015-01-04,07:45:00,4,Collision with a fixed object,0,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,69389,1,0,0,1,0,1,1,1,Cross intersection,3,080,Arterial Highway
T20150000184,2015-01-04,09:25:00,1,Collision with vehicle,1,Sunday,151,OUT OF CONTROL (OVERTAKING),1,280359,2,0,1,0,1,2,1,5,Not at intersection,2,060,Arterial Other
T20150000186,2015-01-04,09:45:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,35429,2,0,1,1,0,2,1,1,Cross intersection,2,070,Arterial Other
T20150000188,2015-01-04,09:00:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,280361,1,0,0,1,1,2,1,5,Not at intersection,3,060,Arterial Highway
T20150000190,2015-01-04,11:30:00,8,No collision and no object struck,1,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,281648,1,0,1,0,0,1,2,5,Not at intersection,2,999,Local Road
T20150000220,2015-01-04,21:11:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,288528,1,0,2,0,0,2,1,5,Not at intersection,2,080,
T20150000219,2015-01-04,21:30:00,1,Collision with vehicle,1,Sunday,120,HEAD ON (NOT OVERTAKING),5,280986,2,0,0,1,0,1,2,5,Not at intersection,3,050,Local Road
T20150000271,2015-01-04,14:54:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,286882,2,0,0,1,1,2,2,5,Not at intersection,3,060,Local Road
T20150000210,2015-01-04,17:00:00,1,Collision with vehicle,1,Sunday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,298074,2,0,0,1,1,2,1,5,Not at intersection,3,060,Local Road
T20150000701,2015-01-04,14:15:00,1,Collision with vehicle,0,Sunday,116,LEFT NEAR (INTERSECTIONS ONLY),1,36186,2,0,0,2,2,4,2,2,T intersection,3,060,Arterial Other
T20150000279,2015-01-04,19:30:00,1,Collision with vehicle,0,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,42485,2,0,0,1,1,2,2,1,Cross intersection,3,060,Local Road
T20150000172,2015-01-04,01:21:00,6,Vehicle overturned (no collision),1,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),3,66159,1,0,1,0,0,1,1,1,Cross intersection,2,040,Local Road
T20150000191,2015-01-04,10:45:00,1,Collision with vehicle,0,Sunday,121,RIGHT THROUGH,1,35628,2,0,0,1,5,6,1,1,Cross intersection,3,080,Arterial Other
T20150000225,2015-01-04,22:52:00,4,Collision with a fixed object,1,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,280487,1,0,0,2,0,2,1,5,Not at intersection,3,999,Local Road
T20150000215,2015-01-04,14:15:00,1,Collision with vehicle,1,Sunday,145,REVERSING IN STREAM OF TRAFFIC,1,281182,2,0,1,0,0,1,1,5,Not at intersection,2,040,Local Road
T20150000192,2015-01-04,10:03:00,4,Collision with a fixed object,1,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,280337,1,0,0,1,0,1,1,5,Not at intersection,3,100,
T20150000217,2015-01-04,00:15:00,4,Collision with a fixed object,1,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,280491,1,0,0,2,0,2,2,5,Not at intersection,3,100,Arterial Other
T20150000221,2015-01-04,19:50:00,1,Collision with vehicle,0,Sunday,116,LEFT NEAR (INTERSECTIONS ONLY),5,29858,2,0,0,1,1,2,1,1,Cross intersection,3,060,Freeway
T20150000421,2015-01-04,16:20:00,1,Collision with vehicle,1,Sunday,132,RIGHT REAR.,1,242439,2,0,0,1,1,2,2,2,T intersection,3,999,Local Road
T20150001145,2015-01-04,19:25:00,1,Collision with vehicle,0,Sunday,121,RIGHT THROUGH,1,278701,2,0,1,0,1,2,1,2,T intersection,2,070,Local Road
T20150005079,2015-01-04,06:50:00,1,Collision with vehicle,0,Sunday,120,HEAD ON (NOT OVERTAKING),3,357188,2,0,1,0,2,3,1,5,Not at intersection,2,060,Arterial Other
T20150000223,2015-01-04,20:55:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,280570,1,0,3,0,0,3,1,5,Not at intersection,2,100,Arterial Highway
T20150000320,2015-01-04,23:30:00,1,Collision with vehicle,1,Sunday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,3,280449,2,0,0,1,1,2,2,5,Not at intersection,3,050,Local Road
T20150000175,2015-01-04,00:20:00,1,Collision with vehicle,1,Sunday,169,OTHER ON PATH,3,286670,2,0,1,0,0,1,1,5,Not at intersection,2,060,Local Road
T20150001287,2015-01-04,13:45:00,8,No collision and no object struck,1,Sunday,198,OTHER ACCIDENTS NOT CLASSIFIABLE ELSEWHERE,1,282584,1,0,0,1,1,2,2,5,Not at intersection,3,100,Arterial Other
T20150000216,2015-01-04,18:10:00,8,No collision and no object struck,1,Sunday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,287360,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20150000203,2015-01-04,14:50:00,1,Collision with vehicle,1,Sunday,140,U TURN,1,280352,2,0,0,2,1,3,1,5,Not at intersection,3,060,Local Road
T20150000206,2015-01-04,16:12:00,8,No collision and no object struck,1,Sunday,170,OFF CARRIAGEWAY TO LEFT,1,280958,2,0,1,0,0,1,1,5,Not at intersection,2,060,Arterial Other
T20150000978,2015-01-04,22:45:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),3,280887,3,0,1,0,0,1,2,5,Not at intersection,2,040,Arterial Other
T20150002072,2015-01-04,11:02:00,1,Collision with vehicle,1,Sunday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,164754,3,0,1,1,1,3,1,5,Not at intersection,2,050,Arterial Highway
