ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA
T20200000016,2020-01-01,00:30:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,616004,1,0,1,0,2,3,1,2,T intersection,2,050,Local Road
T20200000446,2020-01-01,07:00:00,6,Vehicle overturned (no collision),4,Wednesday,172,OFF CARRIAGEWAY TO RIGHT,1,660683,1,0,0,1,0,1,2,2,T intersection,3,999,Local Road
T20200000168,2020-01-01,14:00:00,2,Struck Pedestrian,4,Wednesday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1,617914,2,0,0,1,1,2,2,5,Not at intersection,3,060,Local Road
T20200000383,2020-01-01,21:00:00,6,Vehicle overturned (no collision),4,Wednesday,170,OFF CARRIAGEWAY TO LEFT,3,660677,1,0,1,0,0,1,2,5,Not at intersection,2,100,
T20200000008,2020-01-01,02:30:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,3,665637,2,0,0,2,1,3,1,1,Cross intersection,3,080,Arterial Other
T20200000010,2020-01-01,02:00:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,3,616911,2,1,0,0,3,4,1,5,Not at intersection,1,060,Arterial Other
T20200000019,2020-01-01,08:32:00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,38086,2,0,0,1,1,2,1,1,Cross intersection,3,060,Arterial Other
T20200000024,2020-01-01,09:42:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51301,2,0,2,0,3,5,1,1,Cross intersection,2,060,Local Road
T20200000027,2020-01-01,11:29:00,1,Collision with vehicle,4,Wednesday,143,ENTERING PARKING,1,614736,2,0,1,0,1,2,1,2,T intersection,2,050,Local Road
T20200000141,2020-01-01,21:00:00,1,Collision with vehicle,3,Wednesday,111,RIGHT FAR (INTERSECTIONS ONLY),3,36605,2,0,0,1,1,2,2,1,Cross intersection,3,999,Local Road
T20200004866,2020-01-01,02:30:00,6,Vehicle overturned (no collision),3,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,35934,1,0,0,1,0,1,9,1,Cross intersection,3,060,Arterial Other
T20200001125,2020-01-01,14:02:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,303534,2,0,0,1,1,2,1,1,Cross intersection,3,060,Arterial Other
T20200000040,2020-01-01,13:21:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,660678,1,0,0,1,0,1,1,5,Not at intersection,3,050,
T20200000043,2020-01-01,12:58:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,615321,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road
T20200000047,2020-01-01,13:47:00,4,Collision with a fixed object,4,Wednesday,175,OFF END OF ROAD/T-INTERSECTION.,1,647476,1,0,1,0,0,1,1,2,T intersection,2,050,Local Road
T20200000053,2020-01-01,15:00:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,660675,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other
T20200000054,2020-01-01,13:00:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,637642,4,0,1,0,3,4,1,5,Not at intersection,2,100,Freeway
T20200000056,2020-01-01,15:10:00,4,Collision with a fixed object,4,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,633572,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road
T20200007851,2020-01-02,16:51:00,1,Collision with vehicle,5,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,653835,2,0,1,0,0,1,2,5,Not at intersection,2,040,Arterial Other
T20200000118,2020-01-02,17:21:00,4,Collision with a fixed object,5,Thursday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,656188,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20200000117,2020-01-02,18:15:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,618198,1,0,1,0,0,1,1,5,Not at intersection,2,080,Local Road
T20200000112,2020-01-02,12:28:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,653458,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20200000109,2020-01-02,16:25:00,1,Collision with vehicle,4,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,44081,2,0,0,2,3,5,1,1,Cross intersection,3,060,Arterial Highway
T20200000223,2020-01-02,22:00:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,644419,1,0,0,1,0,1,1,5,Not at intersection,3,100,Local Road
T20200000079,2020-01-02,06:55:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,774,2,0,1,0,1,2,1,1,Cross intersection,2,060,Arterial Highway
T20200000392,2020-01-02,09:30:00,8,No collision and no object struck,5,Thursday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,631865,1,0,0,1,0,1,2,5,Not at intersection,3,999,
T20200000082,2020-01-02,10:00:00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,352268,2,0,1,0,1,2,1,5,Not at intersection,2,070,
T20200000084,2020-01-02,08:20:00,1,Collision with vehicle,5,Thursday,152,PULLING OUT (OVERTAKING),1,49609,2,0,1,0,2,3,1,2,T intersection,2,080,Local Road
T20200000078,2020-01-02,07:09:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,41523,2,0,1,0,1,2,1,2,T intersection,2,070,Arterial Highway
T20200000081,2020-01-02,09:10:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,20791,2,0,0,1,1,2,1,2,T intersection,3,060,Arterial Other
T20200000186,2020-01-02,12:00:00,6,Vehicle overturned (no collision),5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,616476,1,0,0,1,1,2,2,5,Not at intersection,3,888,Local Road
T20200004391,2020-01-02,17:00:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,315668,2,0,0,1,1,2,1,5,Not at intersection,3,080,
T20200004174,2020-01-02,18:07:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,636132,2,0,0,1,2,3,2,2,T intersection,3,060,Arterial Highway
T20200000459,2020-01-02,11:15:00,6,Vehicle overturned (no collision),4,Thursday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,616771,1,0,0,1,0,1,2,9,Unknown,3,050,Local Road
T20200000104,2020-01-02,15:29:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,52901,3,0,1,0,3,4,1,1,Cross intersection,2,060,Local Road
T20200000100,2020-01-02,10:25:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,615322,2,0,1,0,8,9,1,2,T intersection,2,080,
T20200000097,2020-01-02,11:00:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,615038,3,0,0,1,2,3,1,5,Not at intersection,3,100,Freeway
T20200000096,2020-01-02,10:20:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,36889,2,0,0,1,1,2,1,1,Cross intersection,3,040,Local Road
T20200000086,2020-01-02,09:22:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,656794,3,0,2,0,1,3,1,5,Not at intersection,2,080,Arterial Highway
T20200000272,2020-01-02,15:45:00,1,Collision with vehicle,4,Thursday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,621022,2,0,0,1,3,4,1,1,Cross intersection,3,999,Arterial Other
T20200000242,2020-01-02,18:40:00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL,2,615740,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other
T20200000238,2020-01-02,13:00:00,4,Collision with a fixed object,4,Thursday,141,U TURN INTO FIXED OBJECT/PARKED VEHICLE,1,660685,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Highway
T20200000139,2020-01-02,19:40:00,1,Collision with vehicle,5,Thursday,111,RIGHT FAR (INTERSECTIONS ONLY),1,656796,2,0,0,1,2,3,1,4,Multiple intersection,3,060,Local Road
T20200000604,2020-01-02,10:00:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,620255,2,0,0,1,0,1,2,5,Not at intersection,3,040,Arterial Other
T20200000132,2020-01-02,23:34:00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL,5,628970,1,0,0,1,1,2,1,5,Not at intersection,3,080,Local Road
T20200000131,2020-01-02,20:07:00,2,Struck Pedestrian,5,Thursday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,2,651013,1,0,1,0,1,2,1,1,Cross intersection,2,999,Local Road
T20200000107,2020-01-02,15:48:00,1,Collision with vehicle,5,Thursday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,277991,5,0,1,3,7,11,1,1,Cross intersection,2,070,Freeway
T20200000130,2020-01-02,22:47:00,4,Collision with a fixed object,5,Thursday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,627717,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20200000129,2020-01-02,21:00:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,2,661636,1,0,0,1,1,2,1,2,T intersection,3,050,Local Road
T20200000128,2020-01-02,21:03:00,1,Collision with vehicle,5,Thursday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,3,273099,2,0,1,1,0,2,1,2,T intersection,2,060,Arterial Other
T20200000297,2020-01-02,21:00:00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL,2,615890,1,0,1,0,0,1,2,5,Not at intersection,2,080,Local Road
T20200000127,2020-01-02,19:00:00,1,Collision with vehicle,5,Thursday,150,HEAD ON(OVERTAKING),1,627716,2,0,5,0,0,5,1,5,Not at intersection,2,100,Arterial Highway
T20200000126,2020-01-02,18:15:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),1,629968,2,0,2,0,0,2,1,5,Not at intersection,2,060,Arterial Other
T20200000121,2020-01-02,15:50:00,1,Collision with vehicle,5,Thursday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,615458,3,0,0,1,2,3,1,5,Not at intersection,3,080,Arterial Highway
T20200000120,2020-01-02,18:40:00,1,Collision with vehicle,5,Thursday,132,RIGHT REAR.,1,616475,3,0,0,4,2,6,1,5,Not at intersection,3,060,Arterial Other
T20200000119,2020-01-02,14:18:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,43679,1,2,0,0,0,2,1,2,T intersection,1,050,Local Road
T20200000945,2020-01-03,20:00:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,620878,1,0,0,1,0,1,2,1,Cross intersection,3,060,Local Road
T20200001097,2020-01-03,14:30:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,619382,1,0,0,1,0,1,2,5,Not at intersection,3,060,Local Road
T20200000174,2020-01-03,15:10:00,1,Collision with vehicle,6,Friday,141,U TURN INTO FIXED OBJECT/PARKED VEHICLE,1,618649,3,1,0,0,0,1,1,5,Not at intersection,1,050,Local Road
T20200000508,2020-01-03,16:00:00,6,Vehicle overturned (no collision),6,Friday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,617058,1,0,1,0,0,1,2,5,Not at intersection,2,040,Local Road
T20200000879,2020-01-03,15:20:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),9,620257,3,0,0,1,2,3,1,5,Not at intersection,3,060,Arterial Other
T20200000181,2020-01-03,16:55:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,45407,2,0,0,2,1,3,1,1,Cross intersection,3,060,Arterial Other
T20200000135,2020-01-03,02:30:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,625460,2,0,1,0,0,1,1,5,Not at intersection,2,050,Local Road
T20200000158,2020-01-03,13:50:00,1,Collision with vehicle,6,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,656862,2,0,1,0,1,2,1,5,Not at intersection,2,060,Arterial Other
T20200001170,2020-01-03,22:45:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),3,619388,2,0,1,0,1,2,1,1,Cross intersection,2,050,Local Road
T20200000138,2020-01-03,05:58:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,38803,2,0,0,2,0,2,1,1,Cross intersection,3,060,Arterial Highway
T20200000162,2020-01-03,09:15:00,1,Collision with vehicle,6,Friday,136,RIGHT TURN SIDESWIPE,1,656690,2,0,1,0,1,2,1,2,T intersection,2,080,Arterial Other
T20200000178,2020-01-03,13:40:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),1,622486,2,1,1,1,0,3,1,5,Not at intersection,1,100,Arterial Highway
T20200000177,2020-01-03,12:57:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,43639,2,0,1,0,1,2,1,2,T intersection,2,080,Arterial Other
T20200000143,2020-01-03,11:10:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),9,617337,2,0,0,2,0,2,1,2,T intersection,3,100,
T20200000273,2020-01-03,11:44:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),1,618784,2,0,0,1,6,7,2,5,Not at intersection,3,080,
T20200002293,2020-01-03,18:00:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,47749,2,0,0,1,2,3,1,2,T intersection,3,050,Local Road
T20200000163,2020-01-03,14:23:00,4,Collision with a fixed object,6,Friday,146,REVERSING INTO FIXED OBJECT/PARKED VEHICLE,1,661637,1,0,0,1,0,1,1,5,Not at intersection,3,050,Arterial Highway
T20200000167,2020-01-03,14:50:00,1,Collision with vehicle,6,Friday,131,LEFT REAR,1,56016,2,0,2,0,1,3,1,2,T intersection,2,060,Local Road
T20200000166,2020-01-03,15:05:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,20017,2,0,2,1,1,4,1,1,Cross intersection,2,060,Arterial Highway
T20200001856,2020-01-03,11:25:00,1,Collision with vehicle,6,Friday,136,RIGHT TURN SIDESWIPE,1,36882,2,0,0,1,1,2,2,1,Cross intersection,3,040,Local Road
T20200000382,2020-01-03,17:30:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,49887,2,0,0,1,1,2,2,1,Cross intersection,3,060,Local Road
T20200000735,2020-01-03,12:30:00,8,No collision and no object struck,6,Friday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,617629,1,0,1,0,0,1,2,5,Not at intersection,2,999,Arterial Highway
T20200000361,2020-01-03,15:30:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,41182,2,0,0,1,1,2,2,1,Cross intersection,3,060,Arterial Other
T20200003432,2020-01-03,14:30:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,41159,2,0,0,1,1,2,1,5,Not at intersection,3,060,Arterial Other
T20200000165,2020-01-03,10:50:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,55612,2,0,0,1,1,2,1,1,Cross intersection,3,080,Local Road
T20200000164,2020-01-03,13:26:00,1,Collision with vehicle,5,Friday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,1,8494,5,0,1,0,2,3,1,4,Multiple intersection,2,060,Arterial Highway
T20200000219,2020-01-03,00:01:00,2,Struck Pedestrian,6,Friday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,3,653092,1,0,1,0,1,2,1,2,T intersection,2,050,Local Road
T20200000211,2020-01-03,22:13:00,4,Collision with a fixed object,6,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,3,629304,1,0,1,0,0,1,1,5,Not at intersection,2,080,Arterial Other
T20200000208,2020-01-03,20:50:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,616766,1,0,0,1,2,3,1,5,Not at intersection,3,080,Freeway
T20200000191,2020-01-03,17:19:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,37794,2,0,1,0,1,2,1,2,T intersection,2,060,Arterial Other
T20200000189,2020-01-03,18:52:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,38482,2,0,0,1,0,1,1,1,Cross intersection,3,060,Arterial Highway
T20200000147,2020-01-03,07:10:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,253235,2,0,1,0,1,2,1,2,T intersection,2,080,Local Road
T20200000184,2020-01-03,14:19:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,17657,2,0,1,2,0,3,1,2,T intersection,2,100,Arterial Highway
T20200000152,2020-01-03,09:40:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,643786,1,0,1,0,0,1,1,5,Not at intersection,2,070,
T20200000249,2020-01-04,15:52:00,2,Struck Pedestrian,7,Saturday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,616178,1,0,1,0,1,2,1,4,Multiple intersection,2,050,Local Road
T20200000248,2020-01-04,18:36:00,1,Collision with vehicle,7,Saturday,140,U TURN,1,656926,2,0,1,0,1,2,1,5,Not at intersection,2,080,Arterial Other
T20200000245,2020-01-04,17:30:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,616477,2,0,0,5,0,5,1,5,Not at intersection,3,100,
T20200000318,2020-01-04,21:00:00,1,Collision with vehicle,7,Saturday,142,LEAVING PARKING,3,627074,4,0,2,0,1,3,1,5,Not at intersection,2,050,Arterial Other
T20200000244,2020-01-04,17:12:00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,615606,2,0,0,1,1,2,1,2,T intersection,3,080,Arterial Highway
T20200000243,2020-01-04,15:34:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,653757,1,0,2,0,0,2,1,5,Not at intersection,2,100,Arterial Highway
T20200000643,2020-01-04,22:30:00,1,Collision with vehicle,7,Saturday,119,OTHER ADJACENT (INTERSECTIONS ONLY),3,42451,2,0,0,1,1,2,2,2,T intersection,3,999,Arterial Highway
T20200000353,2020-01-04,10:45:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,729109,3,0,0,1,2,3,2,2,T intersection,3,999,Arterial Other
T20200000239,2020-01-04,16:15:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,661708,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Highway
T20200005813,2020-01-04,04:30:00,3,Struck animal,6,Saturday,167,STRUCK ANIMAL,5,636555,1,0,0,1,0,1,2,5,Not at intersection,3,100,Arterial Other
T20200000225,2020-01-04,10:04:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,246201,2,0,1,0,1,2,1,2,T intersection,2,060,Arterial Highway
T20200000350,2020-01-04,11:30:00,9,Other accident,6,Saturday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,617340,1,0,0,1,0,1,2,5,Not at intersection,3,999,
T20200000344,2020-01-04,15:00:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,616180,1,0,1,0,0,1,2,5,Not at intersection,2,999,Local Road
T20200000237,2020-01-04,14:40:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,50264,2,0,2,0,1,3,1,1,Cross intersection,2,080,Arterial Other
T20200000236,2020-01-04,08:40:00,1,Collision with vehicle,6,Saturday,116,LEFT NEAR (INTERSECTIONS ONLY),1,44183,2,0,0,1,1,2,1,2,T intersection,3,080,Local Road
T20200000235,2020-01-04,13:27:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,35500,1,0,1,1,2,4,1,1,Cross intersection,2,040,Arterial Highway
T20200000266,2020-01-04,14:48:00,5,collision with some other object,6,Saturday,166,STRUCK OBJECT ON CARRIAGEWAY,1,615887,2,0,0,1,1,2,1,5,Not at intersection,3,060,Local Road
T20200000261,2020-01-04,22:07:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,3,36639,2,0,2,0,1,3,1,2,T intersection,2,060,Local Road
T20200000254,2020-01-04,17:10:00,1,Collision with vehicle,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,626402,2,0,3,0,0,3,1,5,Not at intersection,2,060,Local Road
T20200000252,2020-01-04,16:04:00,9,Other accident,7,Saturday,198,OTHER ACCIDENTS NOT CLASSIFIABLE ELSEWHERE,1,663643,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20200000251,2020-01-04,17:35:00,4,Collision with a fixed object,7,Saturday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,640486,1,0,1,0,0,1,1,5,Not at intersection,2,060,Arterial Highway
T20200000250,2020-01-04,16:10:00,1,Collision with vehicle,7,Saturday,115,RIGHT/LEFT FAR (INTERSECTIONS ONLY),1,584504,2,0,6,0,1,7,1,2,T intersection,2,100,Arterial Other
T20200007967,2020-01-04,12:00:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,647147,1,0,0,1,0,1,2,2,T intersection,3,050,Local Road
T20200000363,2020-01-04,13:25:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,625790,3,0,5,2,2,9,1,5,Not at intersection,2,110,Freeway
T20200002724,2020-01-04,10:00:00,2,Struck Pedestrian,7,Saturday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,626750,1,0,1,0,1,2,2,5,Not at intersection,2,100,
T20200000298,2020-01-04,01:20:00,6,Vehicle overturned (no collision),6,Saturday,182,OFF CARRIAGEWAY ON LEFT BEND,5,657427,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20200000289,2020-01-05,13:02:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,661785,2,0,1,2,2,5,1,2,T intersection,2,080,Arterial Highway
T20200000317,2020-01-05,02:00:00,4,Collision with a fixed object,0,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,6,631862,1,0,1,0,1,2,2,5,Not at intersection,2,999,Arterial Other
