ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA
T20180000106,2018-01-02,21:10:00,2,Struck Pedestrian,3,Tuesday,104,PED WALKING WITH TRAFFIC,5,326832,1,0,1,0,1,2,1,1,Cross intersection,2,060,Local Road
T20180000075,2018-01-02,07:00:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,325536,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20180000089,2018-01-02,11:25:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,326088,1,0,0,1,1,2,1,5,Not at intersection,3,080,
T20180000078,2018-01-02,10:15:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,325535,2,0,0,1,3,4,1,1,Cross intersection,3,060,Arterial Other
T20180000087,2018-01-02,08:45:00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL,1,325512,1,0,1,0,0,1,2,5,Not at intersection,2,100,
T20180000088,2018-01-02,13:30:00,4,Collision with a fixed object,3,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,329300,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20180000110,2018-01-02,18:30:00,9,Other accident,3,Tuesday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,328123,1,0,1,0,0,1,1,2,T intersection,2,050,Local Road
T20180000113,2018-01-02,23:32:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,3,61818,2,0,0,1,4,5,1,1,Cross intersection,3,060,Freeway
T20180000125,2018-01-02,12:40:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,130691,3,0,0,1,3,4,2,5,Not at intersection,3,050,Arterial Highway
T20180000126,2018-01-02,15:10:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,57702,2,0,1,3,0,4,1,1,Cross intersection,2,050,Local Road
T20180000135,2018-01-02,15:25:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,326833,1,0,0,1,1,2,1,5,Not at intersection,3,100,Arterial Other
T20180000072,2018-01-02,09:15:00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,325544,2,0,0,2,2,4,1,5,Not at intersection,3,060,Arterial Other
T20180000151,2018-01-02,08:20:00,1,Collision with vehicle,3,Tuesday,132,RIGHT REAR.,1,278486,2,0,1,0,1,2,2,2,T intersection,2,070,
T20180000536,2018-01-02,15:30:00,8,No collision and no object struck,2,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,335576,1,0,1,0,0,1,1,2,T intersection,2,050,Local Road
T20180000099,2018-01-02,16:20:00,1,Collision with vehicle,3,Tuesday,140,U TURN,1,41376,2,0,0,1,6,7,1,2,T intersection,3,060,Local Road
T20180000529,2018-01-02,11:15:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,219900,2,0,0,1,1,2,2,5,Not at intersection,3,100,Freeway
T20180000061,2018-01-02,01:00:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,325588,1,0,1,0,0,1,1,5,Not at intersection,2,070,Arterial Other
T20180000177,2018-01-03,22:05:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,285,2,0,0,2,0,2,1,4,Multiple intersection,3,070,Freeway
T20180000122,2018-01-03,08:45:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,73214,2,0,1,0,1,2,1,1,Cross intersection,2,050,Arterial Other
T20180000217,2018-01-03,19:00:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,52494,2,0,0,2,0,2,1,1,Cross intersection,3,060,
T20180000143,2018-01-03,11:47:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING),1,325733,2,0,1,0,1,2,1,5,Not at intersection,2,080,Arterial Highway
T20180000118,2018-01-03,01:45:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,325597,1,0,1,0,0,1,1,4,Multiple intersection,2,100,
T20180000184,2018-01-03,16:10:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,45002,2,0,1,0,1,2,1,2,T intersection,2,070,Arterial Other
T20180000155,2018-01-03,14:45:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,325660,2,0,1,2,2,5,1,1,Cross intersection,2,080,Arterial Other
T20180000258,2018-01-03,16:00:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,325630,2,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Highway
T20180000183,2018-01-03,18:55:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,326511,1,0,0,1,0,1,1,5,Not at intersection,3,100,
T20180000175,2018-01-03,16:28:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,243544,2,0,0,3,1,4,1,2,T intersection,3,070,Local Road
T20180000173,2018-01-03,16:44:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,61140,1,0,1,0,0,1,1,2,T intersection,2,050,Local Road
T20180000172,2018-01-03,18:00:00,2,Struck Pedestrian,4,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,326281,1,0,1,0,1,2,1,5,Not at intersection,2,050,Local Road
T20180000171,2018-01-03,17:14:00,6,Vehicle overturned (no collision),4,Wednesday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,331131,1,0,2,0,0,2,1,2,T intersection,2,100,Local Road
T20180013384,2018-01-03,07:50:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,332757,2,0,0,1,1,2,2,5,Not at intersection,3,999,Local Road
T20180000170,2018-01-03,06:20:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING),1,326888,2,0,0,1,2,3,1,5,Not at intersection,3,100,Local Road
T20180000165,2018-01-03,18:51:00,4,Collision with a fixed object,4,Wednesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,325589,1,0,0,2,0,2,1,5,Not at intersection,3,050,Local Road
T20180000157,2018-01-03,17:15:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,57336,2,0,0,1,1,2,1,1,Cross intersection,3,060,Local Road
T20180000145,2018-01-03,15:10:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,43876,2,0,0,3,1,4,1,1,Cross intersection,3,070,
T20180000137,2018-01-03,09:55:00,1,Collision with vehicle,4,Wednesday,132,RIGHT REAR.,1,330427,2,0,0,1,1,2,2,2,T intersection,3,060,Local Road
T20180000152,2018-01-03,13:54:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,37102,2,0,0,2,0,2,1,2,T intersection,3,040,Arterial Other
T20180000153,2018-01-03,16:50:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,326683,2,0,0,3,0,3,1,5,Not at intersection,3,080,
T20180000136,2018-01-03,10:30:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,326377,3,0,2,2,0,4,1,4,Multiple intersection,2,060,Arterial Other
T20180000154,2018-01-03,12:30:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,325593,4,0,1,0,6,7,1,5,Not at intersection,2,080,Freeway
T20180000607,2018-01-03,16:30:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,325919,2,0,0,1,1,2,2,5,Not at intersection,3,060,
T20180000277,2018-01-03,15:05:00,1,Collision with vehicle,4,Wednesday,132,RIGHT REAR.,1,332043,2,0,0,2,2,4,1,2,T intersection,3,060,Arterial Highway
T20180000208,2018-01-03,18:30:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,329128,1,0,1,0,0,1,1,5,Not at intersection,2,060,Arterial Other
T20180000147,2018-01-03,15:13:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,29400,2,0,1,0,2,3,1,1,Cross intersection,2,060,Arterial Highway
T20180000163,2018-01-03,16:00:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,325637,1,0,1,0,0,1,1,5,Not at intersection,2,060,Arterial Other
T20180000159,2018-01-03,15:35:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,45405,2,0,0,1,0,1,2,2,T intersection,3,999,Arterial Other
T20180000149,2018-01-03,14:50:00,6,Vehicle overturned (no collision),3,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,359597,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road
T20180000360,2018-01-03,13:20:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,35621,2,0,0,2,0,2,1,2,T intersection,3,060,Arterial Highway
T20180000133,2018-01-03,06:35:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,359852,1,0,0,1,1,2,1,5,Not at intersection,3,060,Arterial Other
T20180000160,2018-01-03,15:00:00,1,Collision with vehicle,4,Wednesday,145,REVERSING IN STREAM OF TRAFFIC,1,45151,4,0,0,1,6,7,1,1,Cross intersection,3,060,Arterial Other
T20180000139,2018-01-03,11:50:00,8,No collision and no object struck,4,Wednesday,170,OFF CARRIAGEWAY TO LEFT,1,325547,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway
T20180000156,2018-01-03,12:30:00,8,No collision and no object struck,4,Wednesday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,325632,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20180000132,2018-01-03,05:40:00,3,Struck animal,3,Wednesday,167,STRUCK ANIMAL,2,359596,1,0,0,1,0,1,2,5,Not at intersection,3,100,Arterial Other
T20180000128,2018-01-03,10:30:00,8,No collision and no object struck,4,Wednesday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,325793,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20180000127,2018-01-03,11:10:00,8,No collision and no object struck,3,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,325930,1,0,0,1,0,1,1,5,Not at intersection,3,060,Local Road
T20180000196,2018-01-04,09:00:00,5,collision with some other object,5,Thursday,166,STRUCK OBJECT ON CARRIAGEWAY,1,325623,1,0,0,2,0,2,2,5,Not at intersection,3,999,
T20180000218,2018-01-04,15:47:00,1,Collision with vehicle,5,Thursday,140,U TURN,1,42307,2,0,0,1,1,2,1,1,Cross intersection,3,070,Arterial Highway
T20180000219,2018-01-04,07:46:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),1,325576,2,1,0,1,0,2,1,5,Not at intersection,1,060,
T20180000182,2018-01-04,05:45:00,2,Struck Pedestrian,5,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,328720,1,1,0,0,1,2,1,5,Not at intersection,1,060,Arterial Other
T20180000180,2018-01-04,03:00:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,52545,1,0,0,1,0,1,1,1,Cross intersection,3,080,Local Road
T20180000195,2018-01-04,12:00:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,325606,1,0,0,1,1,2,1,5,Not at intersection,3,050,Local Road
T20180000213,2018-01-04,14:45:00,6,Vehicle overturned (no collision),5,Thursday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,325628,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20180000221,2018-01-04,17:40:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,326368,2,0,1,0,1,2,1,2,T intersection,2,040,Local Road
T20180000222,2018-01-04,15:30:00,1,Collision with vehicle,4,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,9,48303,2,0,1,0,0,1,1,5,Not at intersection,2,080,
T20180000227,2018-01-04,15:00:00,1,Collision with vehicle,5,Thursday,140,U TURN,1,325741,2,0,2,1,1,4,1,5,Not at intersection,2,100,
T20180000228,2018-01-04,17:45:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,325609,2,0,1,1,2,4,1,5,Not at intersection,2,060,Arterial Highway
T20180000229,2018-01-04,14:38:00,6,Vehicle overturned (no collision),5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,327953,2,0,0,1,1,2,1,2,T intersection,3,050,Local Road
T20180000230,2018-01-04,18:45:00,1,Collision with vehicle,5,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,327335,2,0,1,0,0,1,1,5,Not at intersection,2,050,Local Road
T20180000236,2018-01-04,20:04:00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,325788,1,0,1,0,0,1,1,1,Cross intersection,2,080,Arterial Other
T20180000237,2018-01-04,15:20:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,326861,2,0,0,1,2,3,1,5,Not at intersection,3,050,Local Road
T20180000238,2018-01-04,19:40:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,40051,2,0,1,0,1,2,1,1,Cross intersection,2,050,Local Road
T20180000188,2018-01-04,05:25:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),2,325682,2,0,0,1,3,4,1,5,Not at intersection,3,100,
T20180003746,2018-01-04,16:00:00,8,No collision and no object struck,5,Thursday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,327574,1,0,0,1,0,1,2,5,Not at intersection,3,050,Local Road
T20180000197,2018-01-04,11:30:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,327215,2,0,1,0,1,2,1,5,Not at intersection,2,100,
T20180000535,2018-01-04,14:15:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),9,328954,3,0,0,1,2,3,2,5,Not at intersection,3,999,Arterial Other
T20180000187,2018-01-04,08:26:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,569,2,0,1,1,0,2,1,1,Cross intersection,2,060,Local Road
T20180001114,2018-01-04,05:40:00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL,2,326211,1,0,0,1,0,1,2,5,Not at intersection,3,080,Local Road
T20180000205,2018-01-04,14:09:00,4,Collision with a fixed object,4,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,359598,1,0,1,0,0,1,1,5,Not at intersection,2,080,Freeway
T20180000249,2018-01-04,22:15:00,4,Collision with a fixed object,5,Thursday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,3,327214,1,0,1,0,0,1,1,5,Not at intersection,2,070,Freeway
T20180000210,2018-01-04,11:26:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,43658,2,0,1,0,2,3,1,1,Cross intersection,2,060,Arterial Other
T20180000201,2018-01-04,13:10:00,2,Struck Pedestrian,5,Thursday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,1,325603,1,0,0,1,2,3,1,5,Not at intersection,3,050,Local Road
T20180000242,2018-01-04,18:05:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,325777,1,0,0,1,0,1,1,5,Not at intersection,3,050,Local Road
T20180000279,2018-01-04,12:40:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,327596,1,0,3,0,2,5,1,5,Not at intersection,2,100,Arterial Highway
T20180000211,2018-01-04,11:42:00,4,Collision with a fixed object,4,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,328406,1,0,1,0,0,1,1,2,T intersection,2,060,Arterial Other
T20180000212,2018-01-04,15:20:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,15123,2,0,1,2,0,3,1,2,T intersection,2,100,Arterial Other
T20180000194,2018-01-04,07:00:00,5,collision with some other object,5,Thursday,165,TEMPORARY ROADWORKS,1,327508,1,0,2,1,0,3,1,5,Not at intersection,2,040,
T20180000202,2018-01-04,14:00:00,6,Vehicle overturned (no collision),4,Thursday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,359599,1,0,0,1,0,1,1,2,T intersection,3,050,Local Road
T20180000290,2018-01-05,15:45:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,325850,1,0,0,2,4,6,1,5,Not at intersection,3,040,Arterial Other
T20180000291,2018-01-05,17:15:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,44157,1,0,1,0,0,1,1,1,Cross intersection,2,050,Local Road
T20180000292,2018-01-05,17:05:00,2,Struck Pedestrian,6,Friday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,1,325915,1,0,0,1,3,4,1,2,T intersection,3,777,Arterial Other
T20180000294,2018-01-05,18:14:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,278753,2,0,2,3,0,5,1,2,T intersection,2,100,Freeway
T20180000900,2018-01-05,06:00:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,51032,2,0,1,0,1,2,1,1,Cross intersection,2,100,Local Road
T20180000940,2018-01-05,16:00:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,193964,2,0,0,1,1,2,2,1,Cross intersection,3,080,Arterial Highway
T20180000296,2018-01-05,17:30:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,281709,2,0,1,1,4,6,1,2,T intersection,2,050,Local Road
T20180000298,2018-01-05,18:13:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,326299,3,0,0,1,9,10,1,5,Not at intersection,3,080,Freeway
T20180000305,2018-01-05,23:46:00,1,Collision with vehicle,6,Friday,116,LEFT NEAR (INTERSECTIONS ONLY),3,325784,2,0,3,0,0,3,1,2,T intersection,2,070,Arterial Other
T20180000306,2018-01-05,23:47:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,326262,1,0,4,0,0,4,1,5,Not at intersection,2,110,Freeway
T20180001652,2018-01-05,00:03:00,1,Collision with vehicle,5,Friday,137,LEFT TURN SIDESWIPE,3,326674,2,0,0,1,1,2,1,1,Cross intersection,3,060,Local Road
T20180000311,2018-01-05,23:19:00,1,Collision with vehicle,6,Friday,111,RIGHT FAR (INTERSECTIONS ONLY),3,44226,2,0,0,2,4,6,1,1,Cross intersection,3,060,Arterial Other
T20180000354,2018-01-05,22:37:00,1,Collision with vehicle,6,Friday,140,U TURN,5,360067,2,0,1,0,1,2,1,5,Not at intersection,2,080,Arterial Other
T20180000415,2018-01-05,09:10:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),9,325787,2,0,1,0,1,2,1,5,Not at intersection,2,080,Local Road
T20180000256,2018-01-05,02:36:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,327168,1,0,1,2,0,3,1,5,Not at intersection,2,060,
T20180000260,2018-01-05,09:50:00,1,Collision with vehicle,6,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,325653,2,0,0,1,5,6,1,5,Not at intersection,3,060,Arterial Other
T20180000262,2018-01-05,05:30:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,325616,1,1,2,0,0,3,1,5,Not at intersection,1,050,Local Road
T20180000263,2018-01-05,11:00:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,40252,2,0,1,0,1,2,1,1,Cross intersection,2,050,Local Road
