ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA
T20170000031,2017-01-01,18:00:00,1,Collision with vehicle,0,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,33698,3,0,0,1,3,4,1,1,Cross intersection,3,080,Arterial Highway
T20170000029,2017-01-01,17:30:00,4,Collision with a fixed object,1,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,313269,1,0,1,0,0,1,1,2,T intersection,2,100,
T20170000027,2017-01-01,14:40:00,1,Collision with vehicle,1,Sunday,120,HEAD ON (NOT OVERTAKING),1,312848,2,0,1,0,6,7,1,5,Not at intersection,2,060,Arterial Other
T20170000024,2017-01-01,14:35:00,8,No collision and no object struck,1,Sunday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,312436,1,0,2,0,0,2,1,5,Not at intersection,2,100,
T20170000023,2017-01-01,13:56:00,1,Collision with vehicle,1,Sunday,132,RIGHT REAR.,1,50322,2,0,1,1,2,4,1,1,Cross intersection,2,080,Arterial Other
T20170001364,2017-01-01,14:30:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,280665,3,0,0,3,2,5,1,1,Cross intersection,3,080,
T20170000021,2017-01-01,11:45:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,312567,1,0,0,4,0,4,1,5,Not at intersection,3,100,Arterial Highway
T20170004859,2017-01-01,01:10:00,8,No collision and no object struck,1,Sunday,172,OFF CARRIAGEWAY TO RIGHT,3,315033,2,0,0,1,0,1,2,5,Not at intersection,3,050,Local Road
T20170000003,2017-01-01,00:30:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,317400,1,0,1,0,0,1,2,5,Not at intersection,2,050,Local Road
T20170002541,2017-01-02,17:30:00,6,Vehicle overturned (no collision),2,Monday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,318329,1,0,0,1,0,1,1,2,T intersection,3,100,Arterial Other
T20170000089,2017-01-02,14:30:00,1,Collision with vehicle,2,Monday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,56670,2,0,0,1,1,2,2,4,Multiple intersection,3,999,Arterial Other
T20170000228,2017-01-02,12:00:00,2,Struck Pedestrian,1,Monday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,9,312618,1,0,1,0,1,2,2,5,Not at intersection,2,999,Local Road
T20170000079,2017-01-02,22:02:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),3,312844,2,0,0,1,2,3,1,5,Not at intersection,3,050,Local Road
T20170000070,2017-01-02,17:50:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,46265,3,0,1,0,1,2,1,2,T intersection,2,060,Local Road
T20170002324,2017-01-02,10:30:00,6,Vehicle overturned (no collision),2,Monday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,314764,1,0,0,1,0,1,2,5,Not at intersection,3,888,Local Road
T20170000080,2017-01-02,21:45:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,35489,1,0,0,1,0,1,1,2,T intersection,3,060,
T20170006563,2017-01-02,16:30:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,315922,1,0,0,1,0,1,2,5,Not at intersection,3,100,Freeway
T20170000081,2017-01-02,22:25:00,6,Vehicle overturned (no collision),2,Monday,170,OFF CARRIAGEWAY TO LEFT,3,312487,1,0,1,0,0,1,1,5,Not at intersection,2,070,
T20170000084,2017-01-02,17:50:00,1,Collision with vehicle,2,Monday,115,RIGHT/LEFT FAR (INTERSECTIONS ONLY),1,237427,2,0,0,1,1,2,1,2,T intersection,3,060,Arterial Other
T20170000093,2017-01-02,14:00:00,1,Collision with vehicle,2,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,314311,2,0,0,2,0,2,1,5,Not at intersection,3,050,Local Road
T20170000071,2017-01-02,16:10:00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,315900,2,0,0,1,1,2,1,5,Not at intersection,3,040,Local Road
T20170000047,2017-01-02,09:58:00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,312556,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20170000270,2017-01-02,15:00:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,312641,2,0,0,1,2,3,2,5,Not at intersection,3,999,
T20170000078,2017-01-02,21:00:00,1,Collision with vehicle,2,Monday,169,OTHER ON PATH,3,315737,2,0,1,0,0,1,1,5,Not at intersection,2,050,Local Road
T20170000041,2017-01-02,03:30:00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,312604,1,0,0,3,1,4,1,5,Not at intersection,3,070,Local Road
T20170000056,2017-01-02,11:55:00,1,Collision with vehicle,2,Monday,142,LEAVING PARKING,1,317006,2,0,1,0,2,3,1,5,Not at intersection,2,050,Arterial Other
T20170000061,2017-01-02,01:45:00,1,Collision with vehicle,1,Monday,111,RIGHT FAR (INTERSECTIONS ONLY),9,35729,2,0,0,1,1,2,1,4,Multiple intersection,3,060,Freeway
T20170000074,2017-01-02,15:20:00,1,Collision with vehicle,2,Monday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,312845,2,0,0,1,1,2,2,5,Not at intersection,3,888,Arterial Highway
T20170010432,2017-01-02,16:15:00,4,Collision with a fixed object,2,Monday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,358639,1,0,0,2,0,2,2,5,Not at intersection,3,100,Arterial Other
T20170000133,2017-01-03,22:30:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,35784,2,0,1,1,0,2,1,1,Cross intersection,2,060,Arterial Highway
T20170000132,2017-01-03,21:30:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),3,51639,2,0,0,1,0,1,2,1,Cross intersection,3,888,Arterial Other
T20170000131,2017-01-03,17:00:00,4,Collision with a fixed object,3,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,314868,1,0,1,0,0,1,1,5,Not at intersection,2,080,Local Road
T20170000129,2017-01-03,16:50:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,42300,2,0,0,1,1,2,1,1,Cross intersection,3,050,Local Road
T20170000128,2017-01-03,19:05:00,6,Vehicle overturned (no collision),3,Tuesday,172,OFF CARRIAGEWAY TO RIGHT,1,312569,1,0,1,0,0,1,1,2,T intersection,2,060,Arterial Other
T20170000126,2017-01-03,16:50:00,1,Collision with vehicle,3,Tuesday,140,U TURN,1,312555,2,0,0,1,1,2,1,5,Not at intersection,3,050,Local Road
T20170000123,2017-01-03,16:49:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,312603,2,0,0,1,0,1,1,4,Multiple intersection,3,040,
T20170000118,2017-01-03,15:15:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING),1,315546,2,0,2,0,0,2,1,5,Not at intersection,2,080,Arterial Other
T20170000116,2017-01-03,13:50:00,4,Collision with a fixed object,2,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,312500,1,0,0,1,0,1,1,5,Not at intersection,3,999,Arterial Other
T20170000115,2017-01-03,15:35:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,312655,4,0,0,1,5,6,1,5,Not at intersection,3,050,Local Road
T20170000114,2017-01-03,13:36:00,8,No collision and no object struck,3,Tuesday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,312835,1,0,0,1,0,1,1,5,Not at intersection,3,100,
T20170000111,2017-01-03,12:30:00,4,Collision with a fixed object,3,Tuesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,48319,1,0,1,0,0,1,1,1,Cross intersection,2,100,
T20170000110,2017-01-03,14:25:00,4,Collision with a fixed object,3,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,312498,1,0,0,1,0,1,1,5,Not at intersection,3,100,
T20170000106,2017-01-03,13:55:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,315189,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road
T20170000101,2017-01-03,11:25:00,1,Collision with vehicle,3,Tuesday,132,RIGHT REAR.,1,60607,2,0,1,1,0,2,1,1,Cross intersection,2,100,
T20170001741,2017-01-03,16:20:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,318186,3,0,1,0,2,3,1,5,Not at intersection,2,080,Arterial Highway
T20170001382,2017-01-03,16:00:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,37826,1,0,1,0,1,2,2,2,T intersection,2,999,Local Road
T20170000098,2017-01-03,04:30:00,3,Struck animal,2,Tuesday,167,STRUCK ANIMAL,5,314560,1,0,0,1,0,1,2,5,Not at intersection,3,110,Freeway
T20170000096,2017-01-03,09:00:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,37954,2,0,0,1,1,2,2,1,Cross intersection,3,050,Local Road
T20170000092,2017-01-03,06:00:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,313727,1,0,1,0,0,1,1,5,Not at intersection,2,110,Freeway
T20170000170,2017-01-03,22:03:00,4,Collision with a fixed object,3,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,312630,1,0,1,0,0,1,1,5,Not at intersection,2,050,Local Road
T20170010138,2017-01-03,11:00:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),9,50238,2,0,0,1,2,3,2,1,Cross intersection,3,070,
T20170000186,2017-01-03,17:20:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,312870,1,0,0,1,1,2,2,5,Not at intersection,3,080,
T20170000090,2017-01-03,07:20:00,1,Collision with vehicle,2,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,51383,2,0,0,1,1,2,1,2,T intersection,3,060,Arterial Other
T20170002773,2017-01-03,19:30:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,41800,2,0,0,1,1,2,2,1,Cross intersection,3,070,
T20170000086,2017-01-03,03:00:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,3,42085,2,0,1,0,1,2,1,2,T intersection,2,060,Arterial Highway
T20170000987,2017-01-03,14:30:00,5,collision with some other object,3,Tuesday,166,STRUCK OBJECT ON CARRIAGEWAY,1,313247,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road
T20170001989,2017-01-03,20:45:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,46058,2,0,0,1,1,2,2,1,Cross intersection,3,060,Arterial Highway
T20170000204,2017-01-03,17:00:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,312729,2,0,0,1,1,2,1,5,Not at intersection,3,050,Local Road
T20170000214,2017-01-03,17:15:00,1,Collision with vehicle,3,Tuesday,119,OTHER ADJACENT (INTERSECTIONS ONLY),1,312612,2,0,0,2,0,2,2,1,Cross intersection,3,060,Arterial Other
T20170000141,2017-01-03,11:45:00,6,Vehicle overturned (no collision),3,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,312609,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20170000140,2017-01-03,13:35:00,1,Collision with vehicle,3,Tuesday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,312957,3,0,0,1,1,2,1,5,Not at intersection,3,040,Local Road
T20170000139,2017-01-03,08:45:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,312672,1,0,0,1,0,1,1,5,Not at intersection,3,050,Local Road
T20170000137,2017-01-04,03:36:00,1,Collision with vehicle,4,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,313260,3,0,1,0,0,1,1,5,Not at intersection,2,050,Local Road
T20170000175,2017-01-04,12:26:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,312564,2,0,1,0,3,4,1,5,Not at intersection,2,050,Arterial Other
T20170000207,2017-01-04,18:06:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,42529,2,0,1,0,1,2,1,2,T intersection,2,070,Local Road
T20170000178,2017-01-04,14:34:00,4,Collision with a fixed object,4,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,312557,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20170000179,2017-01-04,14:50:00,4,Collision with a fixed object,3,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,340717,1,0,1,0,0,1,1,5,Not at intersection,2,050,Local Road
T20170000192,2017-01-04,19:00:00,6,Vehicle overturned (no collision),3,Wednesday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,313484,1,0,0,1,0,1,1,2,T intersection,3,050,Local Road
T20170000191,2017-01-04,17:00:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,60861,2,0,0,1,2,3,2,1,Cross intersection,3,050,Local Road
T20170000187,2017-01-04,16:25:00,4,Collision with a fixed object,4,Wednesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,323064,1,0,1,0,0,1,1,5,Not at intersection,2,050,Local Road
T20170005769,2017-01-04,17:30:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,41100,2,0,1,0,1,2,9,2,T intersection,2,060,Arterial Other
T20170003398,2017-01-04,12:30:00,4,Collision with a fixed object,3,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,9,314404,1,0,0,1,2,3,2,5,Not at intersection,3,110,Freeway
T20170000183,2017-01-04,13:00:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,38678,2,0,0,1,2,3,1,1,Cross intersection,3,060,Arterial Other
T20170000155,2017-01-04,08:00:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE,1,227971,2,0,0,1,0,1,1,2,T intersection,3,040,Arterial Other
T20170000182,2017-01-04,17:05:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,47712,1,0,0,2,0,2,1,2,T intersection,3,070,Local Road
T20170001583,2017-01-04,16:00:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,358538,3,0,0,1,2,3,1,5,Not at intersection,3,080,Arterial Other
T20170000181,2017-01-04,16:10:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,313329,1,0,0,1,0,1,1,5,Not at intersection,3,060,Local Road
T20170000180,2017-01-04,15:30:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING),1,314667,2,0,0,6,0,6,1,5,Not at intersection,3,100,Arterial Other
T20170000220,2017-01-04,22:15:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING),3,41573,2,0,0,1,1,2,1,1,Cross intersection,3,060,Arterial Highway
T20170000683,2017-01-04,14:15:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,49137,2,0,0,1,1,2,2,2,T intersection,3,070,Arterial Highway
T20170000198,2017-01-04,15:10:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,49703,2,0,0,2,0,2,1,1,Cross intersection,3,060,Arterial Other
T20170000197,2017-01-04,19:18:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,312565,3,0,0,1,4,5,1,5,Not at intersection,3,060,Local Road
T20170000193,2017-01-04,05:26:00,4,Collision with a fixed object,4,Wednesday,164,PERMANENT OBSTRUCTION ON CARRIAGEWAY,2,46950,1,0,0,1,0,1,1,1,Cross intersection,3,060,
T20170000291,2017-01-04,07:56:00,1,Collision with vehicle,4,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,40511,2,0,0,1,1,2,1,2,T intersection,3,060,Arterial Other
T20170000188,2017-01-04,16:40:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,314109,3,0,1,0,2,3,1,5,Not at intersection,2,080,Freeway
T20170000200,2017-01-04,18:47:00,4,Collision with a fixed object,4,Wednesday,175,OFF END OF ROAD/T-INTERSECTION.,1,42680,1,0,1,0,0,1,1,2,T intersection,2,060,Arterial Other
T20170000157,2017-01-04,12:22:00,1,Collision with vehicle,4,Wednesday,142,LEAVING PARKING,1,313330,2,0,0,1,2,3,1,5,Not at intersection,3,040,Arterial Other
T20170000161,2017-01-04,10:25:00,5,collision with some other object,4,Wednesday,166,STRUCK OBJECT ON CARRIAGEWAY,1,313723,1,0,1,0,0,1,1,5,Not at intersection,2,070,Arterial Other
T20170000199,2017-01-04,19:15:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),2,313152,2,0,1,0,3,4,1,5,Not at intersection,2,070,Arterial Other
T20170000163,2017-01-04,10:20:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,56250,2,0,1,0,1,2,1,1,Cross intersection,2,080,Arterial Highway
T20170000164,2017-01-04,13:10:00,1,Collision with vehicle,4,Wednesday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,312595,2,0,1,0,2,3,1,5,Not at intersection,2,080,Arterial Highway
T20170000144,2017-01-04,09:30:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,29794,2,0,0,1,2,3,2,2,T intersection,3,080,Arterial Other
T20170000165,2017-01-04,13:30:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,424,2,0,0,2,2,4,1,1,Cross intersection,3,060,Arterial Highway
T20170000166,2017-01-04,10:30:00,8,No collision and no object struck,4,Wednesday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,313636,1,0,1,0,0,1,1,5,Not at intersection,2,080,
T20170000334,2017-01-04,18:54:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,52463,2,0,0,1,1,2,1,1,Cross intersection,3,050,Local Road
T20170000154,2017-01-04,11:30:00,6,Vehicle overturned (no collision),4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,313103,1,0,1,0,0,1,1,1,Cross intersection,2,888,Local Road
T20170000168,2017-01-04,12:05:00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,314958,2,0,0,2,2,4,1,2,T intersection,3,050,Local Road
T20170000169,2017-01-04,13:38:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,312714,2,0,1,1,2,4,1,5,Not at intersection,2,060,
T20170000146,2017-01-04,09:45:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,314272,2,0,1,1,0,2,1,5,Not at intersection,2,060,Arterial Other
T20170000327,2017-01-04,08:06:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE,1,312669,2,0,0,1,1,2,1,5,Not at intersection,3,060,Local Road
T20170000174,2017-01-04,11:17:00,1,Collision with vehicle,4,Wednesday,131,LEFT REAR,1,314948,2,0,1,0,1,2,1,5,Not at intersection,2,080,Arterial Other
T20170000453,2017-01-05,15:00:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,312309,2,0,0,1,1,2,2,5,Not at intersection,3,080,Freeway
T20170000258,2017-01-05,17:28:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,52293,2,1,0,1,0,2,1,1,Cross intersection,1,100,Arterial Other
T20170000256,2017-01-05,18:00:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,313637,2,0,0,2,4,6,1,5,Not at intersection,3,080,
T20170000255,2017-01-05,19:10:00,1,Collision with vehicle,5,Thursday,140,U TURN,1,312689,2,0,1,2,0,3,1,5,Not at intersection,2,050,Arterial Other
T20170000251,2017-01-05,14:35:00,1,Collision with vehicle,5,Thursday,140,U TURN,1,313720,2,0,2,0,1,3,1,5,Not at intersection,2,040,Local Road
T20170000250,2017-01-05,15:00:00,4,Collision with a fixed object,5,Thursday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,312629,1,0,0,1,0,1,1,5,Not at intersection,3,100,
T20170002969,2017-01-05,16:00:00,8,No collision and no object struck,5,Thursday,189,OTHER ACCIDENTS ON CURVE NOT INCLUDED IN DCAs 180-184,9,314052,1,0,0,2,1,3,2,2,T intersection,3,100,Local Road
T20170000551,2017-01-05,16:00:00,6,Vehicle overturned (no collision),5,Thursday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,312806,1,0,0,1,0,1,2,5,Not at intersection,3,070,Arterial Other
T20170000284,2017-01-05,14:20:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,52957,2,0,1,2,1,4,1,1,Cross intersection,2,050,Local Road
T20170000329,2017-01-05,14:10:00,4,Collision with a fixed object,5,Thursday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,313584,1,0,0,1,0,1,1,5,Not at intersection,3,080,
T20170000247,2017-01-05,15:30:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59295,2,0,1,0,2,3,1,1,Cross intersection,2,100,Arterial Other
T20170000246,2017-01-05,14:00:00,1,Collision with vehicle,5,Thursday,131,LEFT REAR,1,312914,2,0,0,1,1,2,2,5,Not at intersection,3,100,Arterial Other
T20170000243,2017-01-05,15:00:00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,54321,1,0,0,1,0,1,1,1,Cross intersection,3,060,
T20170000242,2017-01-05,14:20:00,1,Collision with vehicle,5,Thursday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,1,313686,3,0,0,1,2,3,1,5,Not at intersection,3,050,Local Road
T20170000257,2017-01-05,21:17:00,6,Vehicle overturned (no collision),5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,315193,1,0,0,1,0,1,1,5,Not at intersection,3,050,Local Road
T20170002739,2017-01-05,10:00:00,4,Collision with a fixed object,5,Thursday,194,PARKED CAR RUN AWAY,1,358555,1,0,0,1,0,1,2,5,Not at intersection,3,999,Arterial Other
T20170007995,2017-01-05,16:00:00,8,No collision and no object struck,5,Thursday,170,OFF CARRIAGEWAY TO LEFT,1,316523,1,0,0,1,1,2,2,5,Not at intersection,3,060,Arterial Other
T20170000802,2017-01-05,12:00:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,313218,2,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Highway
T20170000321,2017-01-05,15:55:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),1,313434,2,0,1,0,1,2,1,5,Not at intersection,2,080,Arterial Other
T20170000233,2017-01-05,12:40:00,1,Collision with vehicle,4,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,312883,2,0,1,2,2,5,1,2,T intersection,2,100,
T20170000219,2017-01-05,10:54:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,29868,2,0,1,0,1,2,1,4,Multiple intersection,2,080,Freeway
