ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA
T20160000082,2016-01-01,15:15:00,4,Collision with a fixed object,6,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,298231,1,0,0,1,0,1,1,5,Not at intersection,3,100,
T20160000013,2016-01-01,00:07:00,2,Struck Pedestrian,6,Friday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,3,83060,1,0,1,0,1,2,1,5,Not at intersection,2,060,Arterial Other
T20160000079,2016-01-01,02:00:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,298179,1,0,0,1,3,4,1,5,Not at intersection,3,060,Arterial Highway
T20160000266,2016-01-01,10:30:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,298171,1,0,1,0,0,1,2,2,T intersection,2,050,Local Road
T20160000076,2016-01-01,16:20:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,298514,1,0,1,0,0,1,1,5,Not at intersection,2,050,Local Road
T20160000070,2016-01-01,22:12:00,2,Struck Pedestrian,6,Friday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,3,65851,1,0,0,1,1,2,1,1,Cross intersection,3,999,Arterial Other
T20160000069,2016-01-01,22:10:00,4,Collision with a fixed object,6,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,5,298169,1,0,0,1,0,1,1,5,Not at intersection,3,050,Arterial Other
T20160000068,2016-01-01,20:30:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,297977,1,1,0,0,0,1,1,5,Not at intersection,1,080,Arterial Highway
T20160000066,2016-01-01,20:45:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),5,305726,2,0,2,1,0,3,1,5,Not at intersection,2,080,Local Road
T20160000061,2016-01-01,17:00:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,45063,2,0,0,1,0,1,1,2,T intersection,3,070,Arterial Other
T20160000058,2016-01-01,16:40:00,4,Collision with a fixed object,6,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,301435,1,0,0,1,0,1,1,5,Not at intersection,3,050,Local Road
T20160000057,2016-01-01,19:00:00,4,Collision with a fixed object,6,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,2,298372,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other
T20160000056,2016-01-01,16:50:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,44570,2,0,1,1,1,3,2,1,Cross intersection,2,060,Arterial Other
T20160000053,2016-01-01,15:15:00,6,Vehicle overturned (no collision),6,Friday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,301725,1,0,2,0,0,2,1,5,Not at intersection,2,080,
T20160000052,2016-01-01,15:10:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,60335,2,0,0,1,3,4,1,2,T intersection,3,100,
T20160000051,2016-01-01,17:00:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,37536,2,0,1,1,1,3,1,2,T intersection,2,080,Arterial Other
T20160000050,2016-01-01,16:05:00,6,Vehicle overturned (no collision),6,Friday,170,OFF CARRIAGEWAY TO LEFT,1,297951,2,0,1,0,2,3,1,5,Not at intersection,2,080,Local Road
T20160000049,2016-01-01,16:05:00,4,Collision with a fixed object,6,Friday,175,OFF END OF ROAD/T-INTERSECTION.,1,64877,1,0,0,1,0,1,1,2,T intersection,3,060,Local Road
T20160000048,2016-01-01,01:25:00,7,Fall from or in moving vehicle,6,Friday,190,FELL IN/FROM VEHICLE,3,298994,1,0,1,0,3,4,1,5,Not at intersection,2,050,Local Road
T20160000046,2016-01-01,15:45:00,4,Collision with a fixed object,6,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,297956,1,0,1,0,1,2,1,5,Not at intersection,2,100,
T20160000043,2016-01-01,15:05:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,626,2,0,1,1,2,4,1,1,Cross intersection,2,080,
T20160000038,2016-01-01,13:00:00,4,Collision with a fixed object,6,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,298848,1,0,1,0,0,1,1,5,Not at intersection,2,080,Arterial Other
T20160000037,2016-01-01,12:43:00,4,Collision with a fixed object,6,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,298302,1,0,0,1,1,2,1,5,Not at intersection,3,050,Local Road
T20160004563,2016-01-01,11:30:00,8,No collision and no object struck,6,Friday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,300643,1,0,1,0,0,1,2,5,Not at intersection,2,100,
T20160000364,2016-01-02,12:30:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,298208,2,0,1,0,1,2,2,2,T intersection,2,060,Arterial Other
T20160000099,2016-01-02,14:00:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,358086,4,0,0,1,9,10,1,5,Not at intersection,3,060,Arterial Highway
T20160000187,2016-01-02,23:30:00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,44196,2,0,0,1,1,2,1,2,T intersection,3,090,Freeway
T20160000095,2016-01-02,12:20:00,1,Collision with vehicle,6,Saturday,140,U TURN,1,358085,2,0,0,1,1,2,1,5,Not at intersection,3,080,Arterial Highway
T20160001598,2016-01-02,16:00:00,5,collision with some other object,7,Saturday,191,LOAD OR MISSILE STRUCK VEHICLE,1,301549,1,0,1,0,0,1,2,5,Not at intersection,2,999,
T20160000091,2016-01-02,10:00:00,6,Vehicle overturned (no collision),7,Saturday,182,OFF CARRIAGEWAY ON LEFT BEND,1,297981,1,0,2,1,1,4,1,5,Not at intersection,2,060,Arterial Other
T20160000168,2016-01-02,21:30:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,302905,1,0,0,1,0,1,1,4,Multiple intersection,3,100,
T20160000086,2016-01-02,10:10:00,2,Struck Pedestrian,7,Saturday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,1,297987,1,0,1,2,1,4,1,2,T intersection,2,050,Arterial Other
T20160001499,2016-01-02,15:00:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,57918,2,0,0,2,0,2,2,4,Multiple intersection,3,080,Arterial Highway
T20160000176,2016-01-02,21:45:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),3,298010,3,0,1,0,7,8,1,5,Not at intersection,2,100,Freeway
T20160000084,2016-01-02,10:10:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,298026,2,0,0,1,1,2,1,5,Not at intersection,3,080,Freeway
T20160001371,2016-01-02,13:30:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,300627,2,0,0,1,1,2,2,5,Not at intersection,3,080,Arterial Other
T20160000157,2016-01-02,19:15:00,1,Collision with vehicle,7,Saturday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),5,51196,2,0,0,4,3,7,1,2,T intersection,3,110,Freeway
T20160000088,2016-01-02,10:02:00,1,Collision with vehicle,6,Saturday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,1,29856,2,0,1,0,1,2,1,5,Not at intersection,2,060,Arterial Other
T20160000565,2016-01-02,11:30:00,1,Collision with vehicle,7,Saturday,132,RIGHT REAR.,1,29923,2,0,1,0,0,1,2,1,Cross intersection,2,080,Freeway
T20160000092,2016-01-02,11:15:00,2,Struck Pedestrian,7,Saturday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,298424,1,0,1,0,2,3,1,5,Not at intersection,2,060,Local Road
T20160000126,2016-01-02,18:13:00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,41527,2,0,1,0,2,3,1,2,T intersection,2,050,Local Road
T20160000479,2016-01-02,21:00:00,1,Collision with vehicle,7,Saturday,137,LEFT TURN SIDESWIPE,9,298237,2,0,1,0,1,2,2,5,Not at intersection,2,060,Local Road
T20160000123,2016-01-02,23:00:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,3,29915,2,0,0,2,3,5,1,4,Multiple intersection,3,060,Freeway
T20160000119,2016-01-02,18:25:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,298205,1,0,0,1,0,1,1,5,Not at intersection,3,060,Local Road
T20160000117,2016-01-02,16:47:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,298161,1,0,0,1,0,1,1,5,Not at intersection,3,060,Arterial Highway
T20160000114,2016-01-02,18:00:00,6,Vehicle overturned (no collision),7,Saturday,182,OFF CARRIAGEWAY ON LEFT BEND,2,297974,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway
T20160003329,2016-01-02,13:30:00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,72174,2,0,0,1,1,2,9,2,T intersection,3,050,Local Road
T20160000113,2016-01-02,17:15:00,1,Collision with vehicle,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,300821,2,0,0,1,0,1,1,5,Not at intersection,3,060,Arterial Other
T20160000109,2016-01-02,16:00:00,4,Collision with a fixed object,7,Saturday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,298212,1,0,0,2,0,2,1,5,Not at intersection,3,080,Arterial Other
T20160000108,2016-01-02,17:24:00,7,Fall from or in moving vehicle,7,Saturday,190,FELL IN/FROM VEHICLE,1,36206,1,0,1,0,1,2,1,2,T intersection,2,060,Arterial Other
T20160000136,2016-01-02,17:10:00,6,Vehicle overturned (no collision),7,Saturday,172,OFF CARRIAGEWAY TO RIGHT,1,300867,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20160000135,2016-01-02,14:00:00,1,Collision with vehicle,7,Saturday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,94781,2,0,1,0,1,2,2,5,Not at intersection,2,060,Local Road
T20160001297,2016-01-02,10:30:00,1,Collision with vehicle,7,Saturday,135,LANE CHANGE LEFT (NOT OVERTAKING),9,299929,2,0,0,1,1,2,2,5,Not at intersection,3,999,Freeway
T20160000106,2016-01-02,16:30:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,298016,1,0,1,0,0,1,1,4,Multiple intersection,2,040,Local Road
T20160000102,2016-01-02,12:30:00,6,Vehicle overturned (no collision),7,Saturday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,298009,1,0,1,0,1,2,1,5,Not at intersection,2,100,Arterial Highway
T20160000128,2016-01-02,21:55:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,3,478,2,0,3,0,1,4,1,4,Multiple intersection,2,060,Arterial Other
T20160000101,2016-01-02,09:10:00,1,Collision with vehicle,7,Saturday,153,CUTTING IN (OVERTAKING),1,298263,2,0,1,0,1,2,1,5,Not at intersection,2,060,Arterial Other
T20160000366,2016-01-03,11:40:00,8,No collision and no object struck,0,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,298204,1,0,1,0,0,1,2,5,Not at intersection,2,040,
T20160000714,2016-01-03,16:40:00,1,Collision with vehicle,1,Sunday,132,RIGHT REAR.,1,39857,2,0,0,1,1,2,2,2,T intersection,3,999,Arterial Other
T20160000243,2016-01-03,12:30:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,298290,2,0,0,1,3,4,2,5,Not at intersection,3,060,
T20160000181,2016-01-03,15:00:00,1,Collision with vehicle,0,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,85,3,0,0,1,2,3,1,1,Cross intersection,3,060,Arterial Other
T20160000179,2016-01-03,16:30:00,4,Collision with a fixed object,1,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,298521,1,0,1,0,1,2,1,5,Not at intersection,2,999,Local Road
T20160000178,2016-01-03,17:02:00,1,Collision with vehicle,1,Sunday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,1,298198,2,0,0,1,1,2,1,2,T intersection,3,110,
T20160001424,2016-01-03,02:30:00,2,Struck Pedestrian,1,Sunday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,298785,1,0,1,0,1,2,1,5,Not at intersection,2,050,Local Road
T20160007875,2016-01-03,12:51:00,6,Vehicle overturned (no collision),1,Sunday,182,OFF CARRIAGEWAY ON LEFT BEND,1,357829,1,0,0,1,0,1,2,5,Not at intersection,3,999,Arterial Other
T20160000202,2016-01-03,12:39:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,298484,1,0,1,0,0,1,1,2,T intersection,2,070,Arterial Highway
T20160000198,2016-01-03,16:10:00,1,Collision with vehicle,1,Sunday,116,LEFT NEAR (INTERSECTIONS ONLY),1,49680,2,0,1,0,1,2,1,1,Cross intersection,2,060,Arterial Other
T20160000156,2016-01-03,13:24:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,37147,2,0,0,2,0,2,1,2,T intersection,3,080,Arterial Other
T20160000154,2016-01-03,10:55:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,358312,1,0,1,0,0,1,1,5,Not at intersection,2,100,Freeway
T20160000153,2016-01-03,11:19:00,4,Collision with a fixed object,1,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,298495,1,0,0,3,0,3,1,5,Not at intersection,3,100,
T20160000152,2016-01-03,11:45:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,298181,1,0,1,0,0,1,1,5,Not at intersection,2,999,
T20160000147,2016-01-03,10:42:00,8,No collision and no object struck,1,Sunday,170,OFF CARRIAGEWAY TO LEFT,1,297991,2,0,0,1,1,2,1,5,Not at intersection,3,060,Local Road
T20160000143,2016-01-03,09:15:00,1,Collision with vehicle,0,Sunday,111,RIGHT FAR (INTERSECTIONS ONLY),1,654504,2,0,0,1,2,3,1,1,Cross intersection,3,110,Freeway
T20160000140,2016-01-03,09:20:00,1,Collision with vehicle,1,Sunday,137,LEFT TURN SIDESWIPE,1,297984,3,0,0,2,1,3,1,5,Not at intersection,3,060,Local Road
T20160000131,2016-01-03,02:14:00,4,Collision with a fixed object,0,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,301772,1,0,0,1,0,1,1,5,Not at intersection,3,060,Local Road
T20160000130,2016-01-03,00:15:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,22748,1,0,1,0,1,2,1,1,Cross intersection,2,050,Arterial Highway
T20160000195,2016-01-03,15:15:00,6,Vehicle overturned (no collision),1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,298060,1,0,1,0,0,1,1,5,Not at intersection,2,060,
T20160000192,2016-01-03,11:30:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,357706,1,0,0,1,0,1,1,5,Not at intersection,3,060,
T20160001517,2016-01-03,11:00:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,298819,1,0,0,1,0,1,2,2,T intersection,3,060,Arterial Other
T20160000185,2016-01-03,19:43:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),2,56040,2,0,0,1,4,5,1,2,T intersection,3,050,Local Road
T20160000184,2016-01-03,19:00:00,5,collision with some other object,1,Sunday,198,OTHER ACCIDENTS NOT CLASSIFIABLE ELSEWHERE,2,298666,1,0,0,3,0,3,2,5,Not at intersection,3,060,Local Road
T20160000163,2016-01-03,00:01:00,4,Collision with a fixed object,0,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,9,300349,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20160000158,2016-01-03,08:00:00,4,Collision with a fixed object,1,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,298182,1,0,0,1,0,1,1,5,Not at intersection,3,100,Freeway
T20160000174,2016-01-03,08:45:00,1,Collision with vehicle,1,Sunday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,298219,2,0,0,1,1,2,2,5,Not at intersection,3,050,Local Road
T20160000183,2016-01-03,18:20:00,1,Collision with vehicle,1,Sunday,140,U TURN,1,1333,2,0,0,2,0,2,1,2,T intersection,3,070,Arterial Other
T20160000166,2016-01-03,13:40:00,1,Collision with vehicle,1,Sunday,169,OTHER ON PATH,1,305954,2,0,1,0,1,2,1,5,Not at intersection,2,050,Local Road
T20160013393,2016-01-03,10:45:00,1,Collision with vehicle,0,Sunday,132,RIGHT REAR.,1,73705,2,0,0,1,1,2,1,2,T intersection,3,070,Local Road
T20160000232,2016-01-03,16:30:00,1,Collision with vehicle,1,Sunday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,299407,2,0,0,3,0,3,1,4,Multiple intersection,3,110,
T20160000133,2016-01-03,02:00:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,6,52212,1,0,0,1,0,1,2,1,Cross intersection,3,060,Local Road
T20160000207,2016-01-03,08:50:00,8,No collision and no object struck,0,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,68251,1,0,1,0,0,1,2,2,T intersection,2,060,Local Road
T20160000164,2016-01-03,13:40:00,6,Vehicle overturned (no collision),1,Sunday,172,OFF CARRIAGEWAY TO RIGHT,1,302431,1,0,0,1,0,1,1,5,Not at intersection,3,110,Freeway
T20160000169,2016-01-03,15:15:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,56152,1,0,0,1,1,2,1,2,T intersection,3,050,Local Road
T20160002650,2016-01-03,14:30:00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL,1,299353,1,0,0,1,0,1,2,5,Not at intersection,3,080,Arterial Other
T20160011358,2016-01-03,13:00:00,1,Collision with vehicle,0,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,358188,3,0,0,2,1,3,1,5,Not at intersection,3,080,Arterial Highway
T20160000663,2016-01-03,14:15:00,6,Vehicle overturned (no collision),1,Sunday,170,OFF CARRIAGEWAY TO LEFT,1,60758,2,0,0,1,1,2,2,2,T intersection,3,060,Arterial Other
T20160000172,2016-01-03,15:30:00,4,Collision with a fixed object,1,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,298098,1,0,0,1,0,1,1,5,Not at intersection,3,100,Local Road
T20160001278,2016-01-03,10:30:00,8,No collision and no object struck,1,Sunday,198,OTHER ACCIDENTS NOT CLASSIFIABLE ELSEWHERE,1,298923,1,0,1,0,0,1,2,5,Not at intersection,2,999,Local Road
T20160000162,2016-01-03,14:15:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,1,298094,3,0,1,0,2,3,1,5,Not at intersection,2,080,Arterial Other
T20160000220,2016-01-04,12:30:00,6,Vehicle overturned (no collision),2,Monday,172,OFF CARRIAGEWAY TO RIGHT,1,298058,1,0,2,0,0,2,1,5,Not at intersection,2,100,
T20160000420,2016-01-04,17:14:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,300454,2,0,1,0,1,2,2,5,Not at intersection,2,999,Arterial Other
T20160000508,2016-01-04,18:30:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,298303,1,0,0,1,0,1,1,5,Not at intersection,3,060,
T20160000191,2016-01-04,05:20:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,298291,1,0,0,1,0,1,1,2,T intersection,3,100,Arterial Highway
T20160000802,2016-01-04,20:30:00,3,Struck animal,2,Monday,167,STRUCK ANIMAL,2,298553,1,0,1,0,0,1,2,5,Not at intersection,2,060,Local Road
T20160000691,2016-01-04,17:30:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,298332,4,0,0,2,3,5,1,5,Not at intersection,3,060,Local Road
T20160002642,2016-01-04,09:00:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,278771,2,0,0,1,2,3,1,4,Multiple intersection,3,060,Freeway
T20160001174,2016-01-04,18:30:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,309538,2,0,0,1,0,1,2,5,Not at intersection,3,080,
T20160000309,2016-01-04,17:50:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,207,1,0,1,0,2,3,1,1,Cross intersection,2,040,Arterial Other
T20160000216,2016-01-04,09:45:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,44092,2,0,1,0,1,2,1,1,Cross intersection,2,080,Arterial Other
T20160001476,2016-01-04,08:00:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,38198,2,0,0,1,1,2,2,1,Cross intersection,3,060,Arterial Other
T20160001531,2016-01-04,23:00:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),3,41224,2,0,1,0,1,2,2,2,T intersection,2,999,Arterial Other
T20160003130,2016-01-04,15:45:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,57525,2,0,0,2,0,2,2,1,Cross intersection,3,070,Arterial Highway
T20160000225,2016-01-04,10:00:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,298323,2,0,0,1,2,3,1,5,Not at intersection,3,100,Arterial Other
T20160000299,2016-01-04,16:30:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,36872,1,0,0,1,1,2,2,1,Cross intersection,3,060,Arterial Other
T20160000345,2016-01-04,16:30:00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,299957,1,0,2,0,0,2,1,5,Not at intersection,2,100,Arterial Highway
T20160000272,2016-01-04,15:25:00,1,Collision with vehicle,2,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,298893,3,0,0,2,0,2,1,5,Not at intersection,3,040,Local Road
T20160000213,2016-01-04,11:00:00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,298207,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20160000257,2016-01-04,17:00:00,6,Vehicle overturned (no collision),2,Monday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,299236,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road
T20160000212,2016-01-04,12:00:00,1,Collision with vehicle,1,Monday,145,REVERSING IN STREAM OF TRAFFIC,1,357709,2,0,0,1,3,4,1,5,Not at intersection,3,888,Local Road
T20160000255,2016-01-04,15:55:00,8,No collision and no object struck,2,Monday,182,OFF CARRIAGEWAY ON LEFT BEND,1,298335,1,0,0,1,0,1,1,1,Cross intersection,3,060,Local Road
